CA,1600280,PERENNIALS                    ,094281,#1,SALVIA HTWV SPARKLE TM PP24154,Heatwave™  Sparkle Sage                                                                             ,PRN,06,2010,, 4.80 ,     , 10 , 158 , , 758.40 ,     ,     ,     ,     ,Now         
GA,1577163,PERENNIALS                    ,01954UT,LittleOne,SALVIA NEM MARCUS R PP13322,Marcus®  Meadow Sage                                                                                ,PRN,04,2003,, 2.60 ,     , 16 , 4 , , 10.40 ,     ,     ,     ,     ,03/28/16    
OR,1600204,PERENNIALS                    ,019541,#1,SALVIA NEM MARCUS R PP13322,Marcus®  Meadow Sage                                                                                ,PRN,04,2003,, 4.80 ,     , 10 , 240 , ," 1,152.00 ", 55 ,     ,     ,     ,Now         
OR,1600204,PERENNIALS                    ,070591,#1,SALVIA NEMOROSA EAST FRIESLAND,East Friesland Meadow Sage                                                                          ,PRN,04,1994,, 4.40 ,     , 10 , 270 , ," 1,188.00 ", 112 ,     ,     ,     ,Now         
GA,1577163,PERENNIALS                    ,070261,#1,SALVIA X SYL MAY NIGHT,May Night Sage                                                                                      ,PRN,04,2000,, 4.20 ,     , 10 , 450 , ," 1,890.00 ",     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,030321,#1,SALVIA X SYL SNOW HILL,Snow Hill Meadow Sage                                                                               ,PRN,04,2005,, 4.20 ,     , 10 , 23 , , 96.60 ,     ,     ,     ,     ,03/28/16    
OR,1600204,PERENNIALS                    ,088961,#1,SCABIOSA COL GIGA TM BLUE,Giga™  Blue Pincushion Flower                                                                       ,PRN,03,2015,, 4.20 ,     , 10 , 350 , ," 1,470.00 ",     ,     ,     ,     ,06/01/16    
GA,1577163,PERENNIALS                    ,05869UT,LittleOne,SCUTELLARIA SUFF TEXAS ROSE,Texas Rose Skullcap                                                                                 ,PRN,07,2010,, 2.60 ,     , 16 , 723 , ," 1,879.80 ",     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,06501UT,LittleOne,SEDUM ACRE,Goldmoss Sedum                                                                                      ,PRN,03,    ,, 2.60 ,     , 16 , 250 , , 650.00 ,     ,     ,     ,     ,04/15/16    
GA,1603105,LATE PERENNIALS               ,02914UT,LittleOne,SEDUM BLUE SPRUCE,Blue Spruce Stonecrop                                                                               ,PRN,03,2005,, 2.60 ,     , 16 , 81 , , 210.60 ,     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,07094UT,LittleOne,SEDUM BRONZE CARPET,Bronze Carpet Stonecrop                                                                             ,PRN,03,    ,, 2.60 ,     , 16 , 226 , , 587.60 ,     ,     ,     ,     ,03/28/16    
OR,1577252,OREGON                        ,070941,#1,SEDUM BRONZE CARPET,Bronze Carpet Stonecrop                                                                             ,PRN,03,    ,, 4.20 ,     , 10 , 500 , ," 2,100.00 ", 402 ,     ,     ,     ,Now         
CA,1577261,VISALIA BOOKING               ,070941,#1,SEDUM BRONZE CARPET,Bronze Carpet Stonecrop                                                                             ,PRN,03,    ,, 4.20 ,     , 10 , 600 , ," 2,520.00 ", 297 ,     ,     ,     ,Now         
GA,1577267,GEORGIA                       ,065021,#1,SEDUM DASYPHYLLUM MAJOR,Corsican Stonecrop                                                                                  ,PRN,05,2011,, 4.20 ,     , 10 , 3 , , 12.60 ,     ,     ,     ,     ,04/15/16    
GA,1577163,PERENNIALS                    ,04487UT,LittleOne,SEDUM RUP ANGELINA PPAF,Angelina Stonecrop                                                                                  ,PRN,03,2007,, 2.60 ,     , 16 , 151 , , 392.60 ,     ,     ,     ,     ,03/28/16    
CA,1577261,VISALIA BOOKING               ,044871,#1,SEDUM RUP ANGELINA PPAF,Angelina Stonecrop                                                                                  ,PRN,03,2007,, 4.20 ,     , 10 , 570 , ," 2,394.00 ", 215 ,     ,     ,     ,Now         
GA,1577163,PERENNIALS                    ,412721,#1,SEDUM SSPKLR R FIRE CRACKR PAF,SunSparkler®  Firecracker Sedum                                                                     ,PRN,04,2015,, 4.60 ,     , 10 , 81 , , 372.60 ,     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,007331,#1,SEDUM SSPRKLR R DZLBRY PP22457,Sunsparkler®  Dazzleberry Sedum                                                                     ,PRN,04,2013,, 4.60 ,     , 10 , 250 , ," 1,150.00 ",     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,007301,#1,SEDUM SSPRKLR R LIME ZNGR PPAF,Sunsparkler®  Lime Zinger Sedum                                                                     ,PRN,04,2013,, 4.60 ,     , 10 , 17 , , 78.20 ,     ,     ,     ,     ,03/28/16    
OR,1577252,OREGON                        ,069871,#1,SEDUM TETRACTINUM CORAL REEF,Chinese Sedum                                                                                       ,PRN,05,2010,, 4.20 ,     , 10 , 281 , ," 1,180.20 ",     ,     ,     ,     ,Now         
GA,1577163,PERENNIALS                    ,07073UT,LittleOne,SEDUM TRICOLOR,Variegated Stonecrop                                                                                ,PRN,04,    ,, 2.60 ,     , 16 , 73 , , 189.80 ,     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,06559UT,LittleOne,SEMPERVIVUM BLACK,Black Hens and Chicks                                                                               ,PRN,04,    ,, 2.60 ,     , 16 , 98 , , 254.80 ,     ,     ,     ,     ,03/27/16    
OR,1600204,PERENNIALS                    ,06560UT,LittleOne,SEMPERVIVUM GREEN WHEEL,Green Wheel Hens and Chicks                                                                         ,PRN,04,2011,, 2.60 ,     , 16 , 350 , , 910.00 , 403 ,     ,     ,     ,Now         
GA,1577163,PERENNIALS                    ,06561UT,LittleOne,SEMPERVIVUM KREBS DES ROSE,Krebs Desert Rose Hens and Chicks                                                                   ,PRN,04,2011,, 2.60 ,     , 16 , 193 , , 501.80 ,     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,409241,#1,VERB ENDURASCP TM DRK PRL PPAF,Endurascape™  Purple Verbena                                                                        ,PRN,07,2015,, 4.20 ,     , 10 , 361 , ," 1,516.20 ",     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,409221,#1,VERB ENDURASCP TM RED PPAF,Endurascape™  Red Verbena                                                                           ,PRN,07,2015,, 4.20 ,     , 10 , 43 , , 180.60 ,     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,07346UT,LittleOne,VERBENA X PURPLE SPREADER TM,Purple Spreader™  Garden Verbena                                                                    ,PRN,07,1995,, 2.56 ,     , 16 , 565 , ," 1,446.40 ",     ,     ,     ,     ,Now         
GA,1577163,PERENNIALS                    ,073461,#1,VERBENA X PURPLE SPREADER TM,Purple Spreader™  Garden Verbena                                                                    ,PRN,07,1995,, 4.20 ,     , 10 , 268 , ," 1,125.60 ",     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,409261,#1,VERONICA MDY BLUES LT BLU PPAF,Moody Blues Light Blue Speedwell                                                                    ,PRN,04,2015,, 4.20 ,     , 10 , 127 , , 533.40 ,     ,     ,     ,     ,04/15/16    
GA,1577163,PERENNIALS                    ,01291UT,LittleOne,VERONICA PED GEORGIA BLUE,Georgia Blue Speedwell                                                                              ,PRN,04,    ,, 2.60 ,     , 16 , 516 , ," 1,341.60 ",     ,     ,     ,     ,04/15/16    
CA,1600280,PERENNIALS                    ,056011,#1,ZAUSCHNERIA CAL GHOSTLY RED,Ghostly Red California Fuchsia                                                                      ,PRN,08,2010,, 4.80 ,     , 10 , 300 , ," 1,440.00 ",     ,     ,     ,     ,03/01/16    
,,,,,Totals:,,,,,,,,," 101,281 ",," 810,284.05 ",,,,,
