Loc,Item,Plant Name,CAT,,,,,,,,,UPC#,,,,,,,,,,,,,
160000,026371,CLEM X TOKI,VIN,,,,,,,,,014949060803,,,,,,,,,,,,,
160000,026372,CLEM X TOKI,VIN,,,,,,,,,014949233740,,,,,,,,,,,,,
160000,026375,CLEM X TOKI,VIN,,,,,,,,,014949214053,,,,,,,,,,,,,
160000,056212,CLEM X WESTERPLATTE,VIN,,,,,,,,,014949287767,,,,,,,,,,,,,
160000,022431,CLEMATIS INT BLUE RIBBONS,PRN,,,,,,,,,014949119181,,,,,,,,,,,,,
160000,027531,CLETHRA ALN RUBY SPICE,DCS,,,,,,,,,014949275313,,,,,,,,,,,,,
160000,081531,CLETHRA ALNIFOLIA,DCS,,,,,,,,,014949359174,,,,,,,,,,,,,
170000,027961,COREOPSIS VERT MOONBEAM,PRN,,,,,,,,,,,,,,,,,,,,,,
160000,027962,COREOPSIS VERT MOONBEAM,PRN,,,,,,,,,014949279625,,,,,,,,,,,,,
160000,027971,COREOPSIS VERT ZAGREB,PRN,,,,,,,,,,,,,,,,,,,,,,
160000,027972,COREOPSIS VERT ZAGREB,PRN,,,,,,,,,014949279724,,,,,,,,,,,,,
160000,02797UT,COREOPSIS VERT ZAGREB,PRN,,,,,,,,,014949122624,,,,,,,,,,,,,
160000,027731,CORNUS ALBA ELEGANTISSIMA,DCS,,,,,,,,,014949277317,,,,,,,,,,,,,
160000,027732,CORNUS ALBA ELEGANTISSIMA,DCS,,,,,,,,,014949276754,,,,,,,,,,,,,
160000,027735,CORNUS ALBA ELEGANTISSIMA,DCS,,,,,,,,,014949277355,,,,,,,,,,,,,
160000,027735PT,CORNUS ALBA ELEGANTISSIMA,DCS,,,,,,,,,014949027226,,,,,,,,,,,,,
160000,027861,CORNUS ALBA IVORYHALO TM,DCS,,,,,,,,,014949278611,,,,,,,,,,,,,
160000,027862,CORNUS ALBA IVORYHALO TM,DCS,,,,,,,,,014949278628,,,,,,,,,,,,,
160000,027865,CORNUS ALBA IVORYHALO TM,DCS,,,,,,,,,014949278659,,,,,,,,,,,,,
160000,045281,CORNUS ALBA PRAIRIE FIRE AUREA,DCS,,,,,,,,,014949276877,,,,,,,,,,,,,
160000,045285,CORNUS ALBA PRAIRIE FIRE AUREA,DCS,,,,,,,,,014949237748,,,,,,,,,,,,,
160000,027751,CORNUS ALBA SIBIRICA,DCS,,,,,,,,,014949277515,,,,,,,,,,,,,
160000,027755,CORNUS ALBA SIBIRICA,DCS,,,,,,,,,014949277553,,,,,,,,,,,,,
160000,077325,CORNUS MAS GOLDEN GLORY,TRE,,,,,,,,,014949370247,,,,,,,,,,,,,
160000,074801S,CORNUS S ARCTIC FIRE TM P18523,DCS,,,,,,,,,014949335857,,,,,,,,,,,,,
160000,074802S,CORNUS S ARCTIC FIRE TM P18523,DCS,,,,,,,,,,,,,,,,,,,,,,
160000,074805,CORNUS S ARCTIC FIRE TM P18523,DCS,,,,,,,,,014949349274,,,,,,,,,,,,,
160000,027801,CORNUS SERICEA FLAVIRAMEA,DCS,,,,,,,,,014949278017,,,,,,,,,,,,,
160000,027805,CORNUS SERICEA FLAVIRAMEA,DCS,,,,,,,,,014949278055,,,,,,,,,,,,,
160000,027821,CORNUS SERICEA ISANTI,DCS,,,,,,,,,014949278215,,,,,,,,,,,,,
160000,027825,CORNUS SERICEA ISANTI,DCS,,,,,,,,,014949278253,,,,,,,,,,,,,
160000,044701,CORNUS SERICEA KELSEYI,DCS,,,,,,,,,014949263532,,,,,,,,,,,,,
160000,044702,CORNUS SERICEA KELSEYI,DCS,,,,,,,,,014949236208,,,,,,,,,,,,,
160000,044705,CORNUS SERICEA KELSEYI,DCS,,,,,,,,,014949264515,,,,,,,,,,,,,
160000,080841S,CORNUS STO PUCKERED UP TM PPAF,DCS,,,,,,,,,014949359525,,,,,,,,,,,,,
160000,080842S,CORNUS STO PUCKERED UP TM PPAF,DCS,,,,,,,,,,,,,,,,,,,,,,
160000,017455,CORYLUS AV CONTORTA-OWN ROOT,DCS,,,,,,,,,014949004555,,,,,,,,,,,,,
160000,017457,CORYLUS AV CONTORTA-OWN ROOT,DCS,,,,,,,,,,,,,,,,,,,,,,
160000,028501,COT APICULATUS,DCS,,,,,,,,,014949285015,,,,,,,,,,,,,
160000,028502,COT APICULATUS,DCS,,,,,,,,,014949285022,,,,,,,,,,,,,
160000,028505,COT APICULATUS,DCS,,,,,,,,,014949285053,,,,,,,,,,,,,
160000,028505PT,COT APICULATUS,DCS,,,,,,,,,014949285152,,,,,,,,,,,,,
160000,028551,COT APICULATUS TOM THUMB,DCS,,,,,,,,,014949285510,,,,,,,,,,,,,
160000,028552,COT APICULATUS TOM THUMB,DCS,,,,,,,,,,,,,,,,,,,,,,
160000,02855UT,COT APICULATUS TOM THUMB,DCS,,,,,,,,,,,,,,,,,,,,,,
160000,029451,COT HOR PERPUSILLUS,EVS,,,,,,,,,,,,,,,,,,,,,,
160000,029455,COT HOR PERPUSILLUS,EVS,,,,,,,,,014949294550,,,,,,,,,,,,,
160000,016615,COTINUS C GOLDEN SPIRIT P13082,DCS,,,,,,,,,014949007839,,,,,,,,,,,,,
160000,016612,COTINUS COG GOLDEN SPIRIT,DCS,,,,,,,,,,,,,,,,,,,,,,
160000,028142,COTINUS COG ROYAL PURPLE,DCS,,,,,,,,,014949033562,,,,,,,,,,,,,
160000,028145,COTINUS COG ROYAL PURPLE,DCS,,,,,,,,,014949281451,,,,,,,,,,,,,
160000,028145PT,COTINUS COG ROYAL PURPLE,DCS,,,,,,,,,,,,,,,,,,,,,,
160000,02814M,COTINUS COG ROYAL PURPLE,DCS,,,,,,,,,,,,,,,,,,,,,,
160000,028155,COTINUS X GRACE,DCS,,,,,,,,,014949281550,,,,,,,,,,,,,
160000,097231,DELOSPERMA FIRE WONDER PPAF,PRN,,,,,,,,,014949380109,,,,,,,,,,,,,
160000,09723UT,DELOSPERMA FIRE WONDER PPAF,PRN,,,,,,,,,014949380116,,,,,,,,,,,,,
160000,059461,DELOSPERMA MESA VERDE PP13876,PRN,,,,,,,,,014949306963,,,,,,,,,,,,,
160000,05946UT,DELOSPERMA MESA VERDE PP13876,PRN,,,,,,,,,014949309612,,,,,,,,,,,,,
160000,075551,DELPHINIUM G MORPHO GRAND BLUE,PRN,,,,,,,,,014949357774,,,,,,,,,,,,,
160000,067631,DIANTHUS BAR OESCHBERG,PRN,,,,,,,,,014949330005,,,,,,,,,,,,,
170000,073521,DIANTHUS DRAGON FRUIT PPAF,PRN,,,,,,,,,014949333280,,,,,,,,,,,,,
160000,031331,DIANTHUS FROSTY FIRE,PRN,,,,,,,,,014949313312,,,,,,,,,,,,,
170000,004721,DIANTHUS GRAT FIREWITCH,PRN,,,,,,,,,014949000526,,,,,,,,,,,,,
160000,004721,DIANTHUS GRAT FIREWITCH,PRN,,,,,,,,,014949000526,,,,,,,,,,,,,
170000,004741,DIANTHUS GRAT MOUNTAIN MIST,PRN,,,,,,,,,014949014462,,,,,,,,,,,,,
170000,094501,DIANTHUS RASP SURPRISE PP16029,PRN,,,,,,,,,014949298503,,,,,,,,,,,,,
160000,042771,DIANTHUS WINK,PRN,,,,,,,,,014949205174,,,,,,,,,,,,,
160000,004801,DICENTRA BURNINGHEARTS PP20797,PRN,,,,,,,,,014949346822,,,,,,,,,,,,,
160000,004901,DICENTRA SP VALENTINE R P22739,PRN,,,,,,,,,014949369500,,,,,,,,,,,,,
160000,004902,DICENTRA SP VALENTINE R P22739,PRN,,,,,,,,,,,,,,,,,,,,,,
160000,035621,DICENTRA SPEC GOLD HEART,PRN,,,,,,,,,014949339749,,,,,,,,,,,,,
160000,035622,DICENTRA SPEC GOLD HEART,PRN,,,,,,,,,,,,,,,,,,,,,,
160000,031611,DICENTRA X LUXURIANT,PRN,,,,,,,,,014949316115,,,,,,,,,,,,,
160000,412611,ECHIN DBL SCP TM CRANBRY PPAF,PRN,,,,,,,,,014949423509,,,,,,,,,,,,,
160000,086821,ECHIN SMBRO TM HOT CORL P23097,PRN,,,,,,,,,014949383940,,,,,,,,,,,,,
160000,087021,ECHINACEA CHEYENNE SPIRIT,PRN,,,,,,,,,014949368589,,,,,,,,,,,,,
160000,054441,ECHINACEA FLAME THROWER P21932,PRN,,,,,,,,,014949423349,,,,,,,,,,,,,
160000,004891,ECHINACEA KIMS KNEE HI PP12242,PRN,,,,,,,,,014949052570,,,,,,,,,,,,,
160000,077121,ECHINACEA NOW CHEESIER PPAF,PRN,,,,,,,,,014949352809,,,,,,,,,,,,,
160000,047511,ECHINACEA PNK DBL DLITE P18803,PRN,,,,,,,,,014949264263,,,,,,,,,,,,,
160000,003121,ECHINACEA POWWOW R WHITE,PRN,,,,,,,,,014949362273,,,,,,,,,,,,,
160000,002991,ECHINACEA POWWOW R WILDBERRY,PRN,,,,,,,,,,,,,,,,,,,,,,
160000,043401,ECHINACEA PRAIRIE SPLENDOR,PRN,,,,,,,,,014949330012,,,,,,,,,,,,,
160000,031771,ECHINACEA PUR MAGNUS,PRN,,,,,,,,,,,,,,,,,,,,,,
160000,039581,ECHINACEA PUR MERLOT PP18814,PRN,,,,,,,,,014949264287,,,,,,,,,,,,,
160000,018221,ECHINACEA PUR RUBY STAR,PRN,,,,,,,,,014949054079,,,,,,,,,,,,,
160000,01822UT,ECHINACEA PUR RUBY STAR,PRN,,,,,,,,,014949308554,,,,,,,,,,,,,
160000,036281,ECHINACEA SUNDOWN TM PP17659,PRN,,,,,,,,,014949211670,,,,,,,,,,,,,
160000,057301,ECHINACEA TOMATO SOUP,PRN,,,,,,,,,,,,,,,,,,,,,,
160000,032021,EPIMEDIUM GRAND ROSE QUEEN,PRN,,,,,,,,,,,,,,,,,,,,,,
160000,019311,EUO A COLE'S COMPACT,DCS,,,,,,,,,014949015636,,,,,,,,,,,,,
160000,019312,EUO A COLE'S COMPACT,DCS,,,,,,,,,014949015643,,,,,,,,,,,,,
160000,019315,EUO A COLE'S COMPACT,DCS,,,,,,,,,,,,,,,,,,,,,,
160000,033601,EUO ALATUS COMPACTUS,DCS,,,,,,,,,,,,,,,,,,,,,,
160000,033602,EUO ALATUS COMPACTUS,DCS,,,,,,,,,014949336021,,,,,,,,,,,,,
160000,033605,EUO ALATUS COMPACTUS,DCS,,,,,,,,,,,,,,,,,,,,,,
160000,033651,EUO F CANADALE GOLD,EVS,,,,,,,,,014949336519,,,,,,,,,,,,,
160000,033652,EUO F CANADALE GOLD,EVS,,,,,,,,,014949336526,,,,,,,,,,,,,
160000,033655,EUO F CANADALE GOLD,EVS,,,,,,,,,014949336557,,,,,,,,,,,,,
160000,034301,EUO F GOLDEN PRINCE R,EVS,,,,,,,,,014949343012,,,,,,,,,,,,,
160000,034302,EUO F GOLDEN PRINCE R,EVS,,,,,,,,,,,,,,,,,,,,,,
160000,034451,EUO F IVORY JADE,EVS,,,,,,,,,014949344514,,,,,,,,,,,,,
160000,034452,EUO F IVORY JADE,EVS,,,,,,,,,014949344521,,,,,,,,,,,,,
170000,034501,EUO F MOONSHADOW,EVS,,,,,,,,,,,,,,,,,,,,,,
160000,034501,EUO F MOONSHADOW,EVS,,,,,,,,,,,,,,,,,,,,,,
160000,034502,EUO F MOONSHADOW,EVS,,,,,,,,,,,,,,,,,,,,,,
160000,019201,EUO F SUNRISE PP12341,EVS,,,,,,,,,014949015414,,,,,,,,,,,,,
160000,019202,EUO F SUNRISE PP12341,EVS,,,,,,,,,014949015421,,,,,,,,,,,,,
160000,046682,EUPATORIUM PHANTOM PP18354,PRN,,,,,,,,,014949276082,,,,,,,,,,,,,
160000,035855,FAGUS SYL PURPLE FOUNTAIN,TRE,,,,,,,,,014949358559,,,,,,,,,,,,,
160000,035795,FAGUS SYL RIVERSII,TRE,,,,,,,,,014949357958,,,,,,,,,,,,,
160000,020515,FAGUS SYL ROHAN OBELISK(RED OB,TRE,,,,,,,,,014949022443,,,,,,,,,,,,,
160000,035785,FAGUS SYL TRICOLOR,TRE,,,,,,,,,014949357859,,,,,,,,,,,,,
170000,019241,FERN-ATHYRIUM F LADY IN RED,FRN,,,,,,,,,014949052129,,,,,,,,,,,,,
160000,019241,FERN-ATHYRIUM F LADY IN RED,FRN,,,,,,,,,014949052129,,,,,,,,,,,,,
170000,019242,FERN-ATHYRIUM F LADY IN RED,FRN,,,,,,,,,014949015483,,,,,,,,,,,,,
170000,018761,FERN-ATHYRIUM GHOST,FRN,,,,,,,,,014949008843,,,,,,,,,,,,,
170000,018762,FERN-ATHYRIUM GHOST,FRN,,,,,,,,,014949015308,,,,,,,,,,,,,
170000,022041,FERN-ATHYRIUM REGAL RED,FRN,,,,,,,,,014949004500,,,,,,,,,,,,,
160000,036261,FERN-DRYOPTERIS FELIX-MAS ROB,FRN,,,,,,,,,014949362617,,,,,,,,,,,,,
160000,036262,FERN-DRYOPTERIS FELIX-MAS ROB,FRN,,,,,,,,,014949307007,,,,,,,,,,,,,
160000,03626UT,FERN-DRYOPTERIS FELIX-MAS ROB,FRN,,,,,,,,,014949069080,,,,,,,,,,,,,
170000,036451,FERN-MATTEUCCIA STRUTHIOPTERIS,FRN,,,,,,,,,014949364512,,,,,,,,,,,,,
160000,036451,FERN-MATTEUCCIA STRUTHIOPTERIS,FRN,,,,,,,,,014949364512,,,,,,,,,,,,,
170000,036452,FERN-MATTEUCCIA STRUTHIOPTERIS,FRN,,,,,,,,,,,,,,,,,,,,,,
170000,036455,FERN-MATTEUCCIA STRUTHIOPTERIS,FRN,,,,,,,,,014949364550,,,,,,,,,,,,,
160000,036455,FERN-MATTEUCCIA STRUTHIOPTERIS,FRN,,,,,,,,,,,,,,,,,,,,,,
160000,077431S,FORS X SHOW OFF TM STARLT PAF,DCS,,,,,,,,,014949355848,,,,,,,,,,,,,
160000,074821S,FORSYTHIA X SHOW OFF TM P19321,DCS,,,,,,,,,014949335871,,,,,,,,,,,,,
160000,074822S,FORSYTHIA X SHOW OFF TM P19321,DCS,,,,,,,,,014949354216,,,,,,,,,,,,,
160000,037101,FORSYTHIA X SPRING GLORY,DCS,,,,,,,,,014949371015,,,,,,,,,,,,,
160000,037105,FORSYTHIA X SPRING GLORY,DCS,,,,,,,,,014949371053,,,,,,,,,,,,,
170000,068351,FRAGARIA ALBION R PP16228,PRN,,,,,,,,,,,,,,,,,,,,,,
160000,068351,FRAGARIA ALBION R PP16228,PRN,,,,,,,,,014949324776,,,,,,,,,,,,,
160000,068341,FRAGARIA TRISTAR,PRN,,,,,,,,,014949324745,,,,,,,,,,,,,
170000,071521,FRAGARIA X AN DIAMANTE PP10435,PRN,,,,,,,,,014949329603,,,,,,,,,,,,,
170000,086091,FRAGARIA X ANANASSA TOSCANA,PRN,,,,,,,,,014949371992,,,,,,,,,,,,,
160000,086091,FRAGARIA X ANANASSA TOSCANA,PRN,,,,,,,,,014949371992,,,,,,,,,,,,,
170000,073101,FRAGARIA X SAN ANDREAS PP19975,PRN,,,,,,,,,014949332665,,,,,,,,,,,,,
160000,073101,FRAGARIA X SAN ANDREAS PP19975,PRN,,,,,,,,,014949332665,,,,,,,,,,,,,
160000,07310UT,FRAGARIA X SAN ANDREAS PP19975,PRN,,,,,,,,,014949332689,,,,,,,,,,,,,
170000,068361,FRAGARIA X SEASCAPE R,PRN,,,,,,,,,014949324806,,,,,,,,,,,,,
160000,068361,FRAGARIA X SEASCAPE R,PRN,,,,,,,,,014949324806,,,,,,,,,,,,,
160000,06836UT,FRAGARIA X SEASCAPE R,PRN,,,,,,,,,014949324820,,,,,,,,,,,,,
170000,035711,GAILLARDIA ARIZONA SUN,PRN,,,,,,,,,,,,,,,,,,,,,,
170000,089221,GAILLARDIA FANFARE BLZE P23494,PRN,,,,,,,,,014949372074,,,,,,,,,,,,,
170000,412631,GAILLARDIA FANFARE CITRNLA PAF,PRN,,,,,,,,,,,,,,,,,,,,,,
170000,037611,GAILLARDIA GOBLIN,PRN,,,,,,,,,,,,,,,,,,,,,,
170000,036441,GAILLARDIA ORNGS&LEMONS P17092,PRN,,,,,,,,,014949215562,,,,,,,,,,,,,
170000,048591,GAZANIA LIN COLORADO GOLD R,PRN,,,,,,,,,014949272909,,,,,,,,,,,,,
160000,048591,GAZANIA LIN COLORADO GOLD R,PRN,,,,,,,,,014949272909,,,,,,,,,,,,,
160000,04859UT,GAZANIA LIN COLORADO GOLD R,PRN,,,,,,,,,014949264720,,,,,,,,,,,,,
160000,038121,GENISTA PIL GOLD FLASH,DCS,,,,,,,,,014949381212,,,,,,,,,,,,,
160000,038122,GENISTA PIL GOLD FLASH,DCS,,,,,,,,,014949381229,,,,,,,,,,,,,
160000,038241,GERANIUM CIN BALLERINA,PRN,,,,,,,,,014949382417,,,,,,,,,,,,,
160000,03824UT,GERANIUM CIN BALLERINA,PRN,,,,,,,,,014949249819,,,,,,,,,,,,,
170000,023081,GERANIUM ROZANNE PP12175,PRN,,,,,,,,,014949043004,,,,,,,,,,,,,
160000,023081,GERANIUM ROZANNE PP12175,PRN,,,,,,,,,014949043004,,,,,,,,,,,,,
160000,005231,GERANIUM SANGUINEUM MAX FREI,PRN,,,,,,,,,014949052310,,,,,,,,,,,,,
160000,038291,GERANIUM SANGUINEUM STRIATUM,PRN,,,,,,,,,014949382912,,,,,,,,,,,,,
160000,038331,GERANIUM X CAN BIOKOVO,PRN,,,,,,,,,014949383315,,,,,,,,,,,,,
160000,021454PTC,GEUM COCC BORISII,PRN,,,,,,,,,014949050798,,,,,,,,,,,,,
160000,02145UT,GEUM COCC BORISII,PRN,,,,,,,,,014949050798,,,,,,,,,,,,,
160000,035601,GEUM COCC WERNER ARENDS,PRN,,,,,,,,,014949260562,,,,,,,,,,,,,
160000,038355,GINKGO BIL AUTUMN GOLD,TRE,,,,,,,,,,,,,,,,,,,,,,
160000,033975,GINKGO BIL JADE BUTTERFLIES,TRE,,,,,,,,,014949224076,,,,,,,,,,,,,
170000,067791,GR-BOUT BLOND AMBITION PP22048,GRS,,,,,,,,,014949338728,,,,,,,,,,,,,
160000,067791,GR-BOUT BLOND AMBITION PP22048,GRS,,,,,,,,,014949338728,,,,,,,,,,,,,
170000,067792,GR-BOUT BLOND AMBITION PP22048,GRS,,,,,,,,,014949358078,,,,,,,,,,,,,
170000,044551,GR-CAL ACUT AVALANCHE,GRS,,,,,,,,,014949272237,,,,,,,,,,,,,
160000,044551,GR-CAL ACUT AVALANCHE,GRS,,,,,,,,,014949272237,,,,,,,,,,,,,
160000,044552,GR-CAL ACUT AVALANCHE,GRS,,,,,,,,,014949236840,,,,,,,,,,,,,
170000,014011,GR-CAL ACUT KARL FOERSTER,GRS,,,,,,,,,,,,,,,,,,,,,,
160000,014011,GR-CAL ACUT KARL FOERSTER,GRS,,,,,,,,,014949140116,,,,,,,,,,,,,
170000,014012,GR-CAL ACUT KARL FOERSTER,GRS,,,,,,,,,,,,,,,,,,,,,,
160000,014012,GR-CAL ACUT KARL FOERSTER,GRS,,,,,,,,,014949011515,,,,,,,,,,,,,
170000,014015,GR-CAL ACUT KARL FOERSTER,GRS,,,,,,,,,014949140154,,,,,,,,,,,,,
160000,01401P18SA,GR-CAL ACUT KARL FOERSTER,GRS,,,,,,,,,000000000000,,,,,,,,,,,,,
170000,014071,GR-CAL ACUT OVERDAM,GRS,,,,,,,,,014949140710,,,,,,,,,,,,,
160000,014071,GR-CAL ACUT OVERDAM,GRS,,,,,,,,,014949140710,,,,,,,,,,,,,
170000,014072,GR-CAL ACUT OVERDAM,GRS,,,,,,,,,,,,,,,,,,,,,,
160000,014072,GR-CAL ACUT OVERDAM,GRS,,,,,,,,,,,,,,,,,,,,,,
170000,014081,GR-CALAMAGROSTIS  BRACHYTRICA,GRS,,,,,,,,,014949002384,,,,,,,,,,,,,
170000,014082,GR-CALAMAGROSTIS  BRACHYTRICA,GRS,,,,,,,,,014949375181,,,,,,,,,,,,,
160000,014082,GR-CALAMAGROSTIS  BRACHYTRICA,GRS,,,,,,,,,014949375181,,,,,,,,,,,,,
170000,024091,GR-CHASMANTHIUM LATIFOLIUM,GRS,,,,,,,,,014949240915,,,,,,,,,,,,,
160000,024091,GR-CHASMANTHIUM LATIFOLIUM,GRS,,,,,,,,,014949240915,,,,,,,,,,,,,
160000,005391,GR-DESCHAMPSIA NORTHERN LIGHTS,GRS,,,,,,,,,014949053133,,,,,,,,,,,,,
160000,005392,GR-DESCHAMPSIA NORTHERN LIGHTS,GRS,,,,,,,,,014949372319,,,,,,,,,,,,,
170000,089282,GR-DESCHAMPSIA SCHOTTLAND,GRS,,,,,,,,,014949372340,,,,,,,,,,,,,
160000,089282,GR-DESCHAMPSIA SCHOTTLAND,GRS,,,,,,,,,014949372340,,,,,,,,,,,,,
170000,031941,GR-ELYMUS ARENARIUS BLUE DUNE,GRS,,,,,,,,,014949319413,,,,,,,,,,,,,
160000,031941,GR-ELYMUS ARENARIUS BLUE DUNE,GRS,,,,,,,,,014949319413,,,,,,,,,,,,,
170000,031942,GR-ELYMUS ARENARIUS BLUE DUNE,GRS,,,,,,,,,014949319420,,,,,,,,,,,,,
160000,031942,GR-ELYMUS ARENARIUS BLUE DUNE,GRS,,,,,,,,,014949319420,,,,,,,,,,,,,
170000,028051,GR-ERIANTHUS RAVENNAE,GRS,,,,,,,,,014949280515,,,,,,,,,,,,,
160000,028051,GR-ERIANTHUS RAVENNAE,GRS,,,,,,,,,014949280515,,,,,,,,,,,,,
170000,028052,GR-ERIANTHUS RAVENNAE,GRS,,,,,,,,,,,,,,,,,,,,,,
170000,028055,GR-ERIANTHUS RAVENNAE,GRS,,,,,,,,,,,,,,,,,,,,,,
170000,036671,GR-FESTUCA GLAUCA ELIJAH BLUE,GRS,,,,,,,,,014949366714,,,,,,,,,,,,,
160000,036671,GR-FESTUCA GLAUCA ELIJAH BLUE,GRS,,,,,,,,,014949366714,,,,,,,,,,,,,
160000,03667UT,GR-FESTUCA GLAUCA ELIJAH BLUE,GRS,,,,,,,,,014949042083,,,,,,,,,,,,,
160000,089291,GR-HAKONECHLOA FUBUKI,GRS,,,,,,,,,,,,,,,,,,,,,,
170000,035911,GR-HAKONECHLOA MACRA ALL GOLD,GRS,,,,,,,,,014949208625,,,,,,,,,,,,,
160000,035911,GR-HAKONECHLOA MACRA ALL GOLD,GRS,,,,,,,,,,,,,,,,,,,,,,
160000,03591UT,GR-HAKONECHLOA MACRA ALL GOLD,GRS,,,,,,,,,014949238752,,,,,,,,,,,,,
170000,038681,GR-HAKONECHLOA MACRA AUREOLA,GRS,,,,,,,,,014949386811,,,,,,,,,,,,,
160000,038681,GR-HAKONECHLOA MACRA AUREOLA,GRS,,,,,,,,,,,,,,,,,,,,,,
160000,03868UT,GR-HAKONECHLOA MACRA AUREOLA,GRS,,,,,,,,,014949231913,,,,,,,,,,,,,
160000,039971,GR-HELICTOTRICHON SEMPERVIRENS,GRS,,,,,,,,,014949399712,,,,,,,,,,,,,
160000,039972,GR-HELICTOTRICHON SEMPERVIRENS,GRS,,,,,,,,,,,,,,,,,,,,,,
160000,005451,GR-MIS SIN DIXIELAND,GRS,,,,,,,,,014949002216,,,,,,,,,,,,,
160000,061761,GR-MIS SIN PURPURASCENS,GRS,,,,,,,,,014949617618,,,,,,,,,,,,,
160000,061765,GR-MIS SIN PURPURASCENS,GRS,,,,,,,,,014949617656,,,,,,,,,,,,,
170000,061551,GR-MIS SIN STRICTUS,GRS,,,,,,,,,014949615515,,,,,,,,,,,,,
160000,061551,GR-MIS SIN STRICTUS,GRS,,,,,,,,,014949615515,,,,,,,,,,,,,
170000,061552,GR-MIS SIN STRICTUS,GRS,,,,,,,,,014949062616,,,,,,,,,,,,,
170000,061555,GR-MIS SIN STRICTUS,GRS,,,,,,,,,014949615553,,,,,,,,,,,,,
160000,061555,GR-MIS SIN STRICTUS,GRS,,,,,,,,,014949615553,,,,,,,,,,,,,
170000,005621,GR-MOLINIA CAER ARUND SKYRACER,GRS,,,,,,,,,014949002926,,,,,,,,,,,,,
160000,005621,GR-MOLINIA CAER ARUND SKYRACER,GRS,,,,,,,,,014949002926,,,,,,,,,,,,,
160000,005622,GR-MOLINIA CAER ARUND SKYRACER,GRS,,,,,,,,,014949372357,,,,,,,,,,,,,
170000,061791,GR-PAN VIR HEAVY METAL,GRS,,,,,,,,,,,,,,,,,,,,,,
170000,061795,GR-PAN VIR HEAVY METAL,GRS,,,,,,,,,014949617953,,,,,,,,,,,,,
170000,022961,GR-PAN VIR NORTHWIND,GRS,,,,,,,,,014949385906,,,,,,,,,,,,,
170000,022962,GR-PAN VIR NORTHWIND,GRS,,,,,,,,,014949416341,,,,,,,,,,,,,
170000,063881,GR-PAN VIR SHENANDOAH,GRS,,,,,,,,,014949638811,,,,,,,,,,,,,
160000,063881,GR-PAN VIR SHENANDOAH,GRS,,,,,,,,,014949638811,,,,,,,,,,,,,
170000,063882,GR-PAN VIR SHENANDOAH,GRS,,,,,,,,,,,,,,,,,,,,,,
170000,063885,GR-PAN VIR SHENANDOAH,GRS,,,,,,,,,,,,,,,,,,,,,,
160000,063885,GR-PAN VIR SHENANDOAH,GRS,,,,,,,,,,,,,,,,,,,,,,
170000,064261,GR-PENN ALO HAMELN,GRS,,,,,,,,,014949642610,,,,,,,,,,,,,
160000,064261,GR-PENN ALO HAMELN,GRS,,,,,,,,,014949642610,,,,,,,,,,,,,
170000,064262,GR-PENN ALO HAMELN,GRS,,,,,,,,,,,,,,,,,,,,,,
160000,064262,GR-PENN ALO HAMELN,GRS,,,,,,,,,014949642627,,,,,,,,,,,,,
170000,086111,GR-SCHIZACH BL HEAVN TM P17310,GRS,,,,,,,,,014949416365,,,,,,,,,,,,,
160000,086111,GR-SCHIZACH BL HEAVN TM P17310,GRS,,,,,,,,,014949416365,,,,,,,,,,,,,
170000,086112,GR-SCHIZACH BL HEAVN TM P17310,GRS,,,,,,,,,014949416372,,,,,,,,,,,,,
170000,005811,GR-SORGHASTRUM SIOUX BLUE,GRS,,,,,,,,,014949003190,,,,,,,,,,,,,
170000,005812,GR-SORGHASTRUM SIOUX BLUE,GRS,,,,,,,,,,,,,,,,,,,,,,
170000,005815,GR-SORGHASTRUM SIOUX BLUE,GRS,,,,,,,,,014949215135,,,,,,,,,,,,,
160000,012082,GR-SPOROBOLUS HETEROLEPIS,GRS,,,,,,,,,,,,,,,,,,,,,,
160000,073391,GR-TYPHA MINIMA,GRS,,,,,,,,,014949416433,,,,,,,,,,,,,
160000,412821,HELENIUM AUT CAN CAN,PRN,,,,,,,,,014949425190,,,,,,,,,,,,,
160000,089051,HELLE WINDCLIFF DBL PINK SDLNG,PRN,,,,,,,,,014949380147,,,,,,,,,,,,,
160000,089081,HELLE WINDCLIFF SLATY BLUE SDL,PRN,,,,,,,,,014949380154,,,,,,,,,,,,,
160000,067241,HELLE WJEWELS R APRICOT BLUSH,PRN,,,,,,,,,014949320334,,,,,,,,,,,,,
160000,067281,HELLE WJEWELS R BLACK DIAMOND,PRN,,,,,,,,,014949414972,,,,,,,,,,,,,
170000,067261,HELLE WJEWELS R CHERRY BLOSSOM,PRN,,,,,,,,,014949320358,,,,,,,,,,,,,
160000,067261,HELLE WJEWELS R CHERRY BLOSSOM,PRN,,,,,,,,,014949320358,,,,,,,,,,,,,
160000,068041,HELLE WJEWELS R COTTON CANDY,PRN,,,,,,,,,014949323366,,,,,,,,,,,,,
160000,412921,HELLE WJEWELS R DBL SLATE,PRN,,,,,,,,,014949433713,,,,,,,,,,,,,
160000,096151,HELLE WJEWELS R SPRKLG DIAMOND,PRN,,,,,,,,,,,,,,,,,,,,,,
160000,039991,HELLE X IVORY PRINCE PP16199,PRN,,,,,,,,,014949237410,,,,,,,,,,,,,
160000,017991,HELLEBORUS RED LADY,PRN,,,,,,,,,014949006252,,,,,,,,,,,,,
