Loc,Item,Plant Name,CAT,,,,,,,,,UPC#
160000,76241,HEUCHERELLA REDSTONE FALLS PAF,PRN,,,,,,,,,
160000,407761,HEUCHERELLA SOLAR ECLIPSE,PRN,,,,,,,,,14949414606
170000,33531,HEUCHERELLA STOPLIGHT PP16835,PRN,,,,,,,,,14949071427
160000,41171,HEUCHERELLA SWEET TEA PPAF,PRN,,,,,,,,,14949403853
170000,34712,HIB MOS DAVE FLEMING PP21392,PRN,,,,,,,,,14949312377
170000,36322,HIB MOS STARDUST PP21479,PRN,,,,,,,,,14949312384
170000,34732,HIB MOS STRWBRY SWIRL PP21542,PRN,,,,,,,,,14949312360
160000,31871,HOSTA ABIQUA DRINKING GOURD,PRN,,,,,,,,,14949218907
160000,036984PTC,HOSTA APHRODITE,PRN,,,,,,,,,14949291535
160000,403531,HOSTA BLUE MOUSE EARS,PRN,,,,,,,,,14949392096
160000,16761,HOSTA CHERRY BERRY,PRN,,,,,,,,,14949004289
160000,403611,HOSTA EARTH ANGEL,PRN,,,,,,,,,14949392133
160000,93061,HOSTA ENTERPRISE,PRN,,,,,,,,,14949276990
160000,41475,HOSTA EOLA SAPPHIRE,PRN,,,,,,,,,14949414750
160000,75111,HOSTA FANTASY ISLAND,PRN,,,,,,,,,
160000,17492,HOSTA FIRE & ICE,PRN,,,,,,,,,14949358597
160000,42981,HOSTA FIRST FROST,PRN,,,,,,,,,14949358634
160000,41865,HOSTA FLUCTUANS VARIEG (SAGAE),PRN,,,,,,,,,14949418659
160000,403491,HOSTA FRAGRANT BOUQUET,PRN,,,,,,,,,14949392140
160000,41691,HOSTA FRANCEE,PRN,,,,,,,,,14949416914
160000,52631,HOSTA FROSTY RIBBONS,PRN,,,,,,,,,
160000,41531,HOSTA GINKO CRAIG,PRN,,,,,,,,,
160000,04177UT,HOSTA GOLDEN PRAYERS,PRN,,,,,,,,,14949010587
160000,19911,HOSTA GREAT EXPECTATIONS,PRN,,,,,,,,,14949020753
160000,17525,HOSTA GUACAMOLE,PRN,,,,,,,,,
160000,31891,HOSTA HADSPEN BLUE,PRN,,,,,,,,,14949070581
160000,17531,HOSTA JUNE,PRN,,,,,,,,,14949004326
160000,41821,HOSTA KROSSA REGAL,PRN,,,,,,,,,14949418215
160000,6982,HOSTA MINUTEMAN,PRN,,,,,,,,,14949358665
160000,28391,HOSTA OLIVE BAILEY LANGDON,PRN,,,,,,,,,14949063378
160000,403562,HOSTA PARADIGM,PRN,,,,,,,,,14949425312
160000,41881,HOSTA PATRIOT,PRN,,,,,,,,,14949418819
160000,62011,HOSTA PAUL'S GLORY,PRN,,,,,,,,,14949309209
160000,7011,HOSTA REGAL SPLENDOR,PRN,,,,,,,,,14949050828
160000,39475,HOSTA ROSEDALE GOLDEN GOOSE,PRN,,,,,,,,,14949267547
160000,403641,HOSTA SO SWEET,PRN,,,,,,,,,14949392218
160000,44671,HOSTA STAINED GLASS PPAF,PRN,,,,,,,,,14949267561
160000,29791,HOSTA STRIPTEASE,PRN,,,,,,,,,14949066713
160000,83971,HOSTA SUM & SUBSTANCE,PRN,,,,,,,,,14949839713
160000,75162,HOSTA THE RAZOR'S EDGE,PRN,,,,,,,,,14949358689
160000,16302,HOSTA TOKUDAMA FLAVOCIRCINALIS,PRN,,,,,,,,,14949358542
160000,41852,HOSTA WIDE BRIM,PRN,,,,,,,,,14949418529
160000,82012,HOSTA X LIBERTY,PRN,,,,,,,,,14949372036
170000,074532S,HYD A INVINCE SPIRIT R PP20765,DCS,,,,,,,,,14949336106
160000,41715,HYD ARB ANNABELLE,DCS,,,,,,,,,
170000,074522S,HYD ARB INCREDIBALL R PP20571,DCS,,,,,,,,,
160000,019212S,HYD ARB WHITE DOME R PP14168,DCS,,,,,,,,,14949335468
170000,089952S,HYD P LITTLE QUICK FIRE R PPAF,DCS,,,,,,,,,
160000,42022,HYD PAN ANGEL'S BLUSH R P10751,DCS,,,,,,,,,14949420225
160000,097872S,HYD PAN BABY LACE R PP23387,DCS,,,,,,,,,14949428498
170000,080951S,HYD PAN BOBO R PP22782,DCS,,,,,,,,,14949114940
170000,89945,HYD PAN FIRE LIGHT TM PPAF,DCS,,,,,,,,,
170000,029925PT,HYD PAN LITTLE LIME PPAF,DCS,,,,,,,,,
160000,074611S,HYD PAN PINKY WINKY TM PP16166,DCS,,,,,,,,,14949337929
160000,074601S,HYD PAN QUICK FIRE R PP16812,DCS,,,,,,,,,14949337943
160000,35011,HYD PET MIRANDA,VIN,,,,,,,,,14949072813
160000,42135,HYPERICUM FRONDOSUM SUNBURST,DCS,,,,,,,,,14949421352
160000,080891S,HYPERICUM K BLUES FSTVL TM PAF,DCS,,,,,,,,,14949360927
