Loc,New Plant,Item,Size,Plant Name,Common Name,CAT,Zone,Qty Cfm,END CAP AVAIL,YOUR BOOKED QTY REMAIN,Condition,Current Specs,"QTY 
AVAIL NOW","2ND 
QTY 
AVAIL","2ND 
QTY 
READY DATE",2014 List Price,"YOUR 
20%
DISC PRICE",Freight,Landed Price,YOUR RETAIL PRICE,SKU,UPC#,,,
OR,    ,061561,#1,GR-MIS SIN GRACILLIMUS,Maiden Grass                                                ,GRS,05,     ,,,CUT BACK,., 15 ,     ,          , 6.25 , 5.00 , 0.46 , 5.46 ,     ,,014949615614,,,
CA,    ,044591,#1,GR-MIS SIN LITTLE ZEBRA P13008,Little Zebra Dwarf Japanese Silver Grass                    ,GRS,05,     ,,,CUT BACK,"3""H", 17 ,     ,          , 6.25 , 5.00 , 0.49 , 5.49 ,     ,,014949272299,,,
OR,    ,061765,#5,GR-MIS SIN PURPURASCENS,Purple Silver Grass                                         ,GRS,04,     ,,,CUT BACK,., 10 ,     ,          , 17.50 , 14.00 , 2.30 , 16.30 ,     ,,014949617656,,,
CA,    ,061555,#5,GR-MIS SIN STRICTUS,Porcupine Grass                                             ,GRS,04, 5 ,,5,-,"12""H",     ,     ,          , 17.50 , 14.00 , 2.47 , 16.47 ,     ,,014949615553,,,
CA,    ,061571,#1,GR-MIS SIN VARIEGATUS,Variegated Japanese Silver Grass                            ,GRS,05,     ,,,-,"9""H",     ," 1,161 ",05/01/14  , 6.25 , 5.00 , 0.49 , 5.49 ,     ,,014949615713,,,
CA,    ,061641,#1,GR-MIS SIN YAKUSHIMA,Dwarf Maiden Grass                                          ,GRS,05,     ,,,CUT BACK,"3""H", 20 ,     ,          , 6.25 , 5.00 , 0.49 , 5.49 ,     ,,014949616413,,,
OR,    ,061701,#1,GR-MOLINIA CAER VARIEGATA,Variegated Moor Grass                                       ,GRS,05,     ,,,CUT BACK,., 74 ,     ,          , 6.25 , 5.00 , 0.46 , 5.46 ,     ,,014949617014,,,
CA,2010,092061,#1,GR-MUHLEN LIND AUTUMN GLOW TM,Autumn Glow™  Muhly,GRS,06,     ,,,-,"10""H", 83 ,     ,          , 6.25 , 5.00 , 0.49 , 5.49 ,     ,,014949907962,,,
CA,    ,061795,#5,GR-PAN VIR HEAVY METAL,Heavy Metal Blue Switch Grass                               ,GRS,04,     ,,,CUT BACK,"4""H", 10 ,     ,          , 17.50 , 14.00 , 2.47 , 16.47 ,     ,,014949617953,,,
CA,    ,063881,#1,GR-PAN VIR SHENANDOAH,Shenandoah Switch Grass                                     ,GRS,04,     ,,,CUT BACK,"3""H", 205 ,     ,          , 6.25 , 5.00 , 0.49 , 5.49 ,     ,,014949638811,,,
CA,    ,064261,#1,GR-PENN ALO HAMELN,Dwarf Fountain Grass                                        ,GRS,04,     ,,,CUT BACK,CAN FULL," 2,389 ",,, 6.25 , 5.00 , 0.49 , 5.49 ,     ,,014949642610,,,
CA,    ,063591,#1,GR-PENN ALO LITTLE BUNNY,Little Bunny Dwarf Fountain Grass                           ,GRS,05,     ,,,-,CAN FULL, 17 ,     ,          , 6.25 , 5.00 , 0.49 , 5.49 ,     ,,014949635919,,,
CA,    ,005792,#2,GR-SCHIZACHYRIUM SCO THE BLUES,The Blues Little Bluestem                                   ,GRS,03, 20 ,,20,-,"8""H", 40 ,     ,          , 13.50 , 10.80 , 1.24 , 12.04 ,     ,,014949234174,,,
OR,    ,073391,#1,GR-TYPHA MINIMA,Miniature Cattail                                           ,GRS,04,     ,,,CUT BACK,., 265 ,     ,          , 6.25 , 5.00 , 0.46 , 5.46 ,     ,,014949733912,,,
OR,2013,08905UT,LittleOne,HELLE WINDCLIFF DBL PINK SDLNG,Windcliff Double Pink Lenten Rose                           ,PRN,04,     ,,,LIGHT BUD & BLOOM,PS-2*, 17 ,     ,          , 4.25 , 3.40 , 0.35 , 3.75 ,     ,,014949380291,,,
OR,    ,035441,#1,HELLE WINTER QUEEN R MIX,Winter Queen Lenten Rose                                    ,PRN,04,     ,,,,,     , 15 ,04/01/14  , 8.00 , 6.40 , 0.46 , 6.86 ,     ,,014949353233,,,
OR,    ,039991,#1,HELLE X IVORY PRINCE PP16199,Ivory Prince Lenten Rose                                    ,PRN,04,     ,,,BUDS & BLOOMS,PS-1*, 511 ,     ,          , 9.00 , 7.20 , 0.46 , 7.66 ,     ,,014949237410,,,
OR,2011,066521,#1,HELLEBORUS ORI MIXED COLORS,                                                            ,PRN,04,     ,,,-,CAN FULL, 10 ,,, 7.50 , 6.00 , 0.46 , 6.46 ,     ,,014949318775,,,
OR,    ,083961,#1,HEM CHICAGO APACHE,Chicago Apache Daylily                                      ,PRN,04,     ,,,EMERGING,1-2 FANS, 721 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949839614,,,
OR,    ,040361,#1,HEM FAIRY TALE PINK,Fairy Tale Pink Daylily                                     ,PRN,04,     ,,,EMERGING,1-2 FANS, 818 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949403617,,,
OR,    ,040511,#1,HEM HAPPY RETURNS,Happy Returns Dwarf Daylily                                 ,PRN,04,     ,,,EMERGING,2-3 FANS, 196 ,,, 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949405116,,,
OR,    ,040071,#1,HEM JOAN SENIOR,Joan Senior Daylily                                         ,PRN,04,     ,,,CUT BACK,., 325 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949400715,,,
OR,    ,040091,#1,HEM LITTLE BUSINESS,Little Business Dwarf Daylily                               ,PRN,04,     ,,,EMERGING,.," 1,635 ",     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949400913,,,
OR,    ,040121,#1,HEM LITTLE GRAPETTE,Little Grapette Dwarf Daylily                               ,PRN,04,     ,,,EMERGING,., 9 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949401217,,,
OR,    ,040131,#1,HEM MINI PEARL,Mini Pearl Dwarf Daylily                                    ,PRN,04,     ,,,-,2-3 FANS, 600 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949401316,,,
OR,    ,083981,#1,HEM PINK PLAYMATE,Pink Playmate Daylily                                       ,PRN,04,     ,,,EMERGING,., 316 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949839812,,,
OR,2014,076281,#1,HEM RUBY SPIDER,Ruby Spider Daylily                                         ,PRN,03,     ,,,EMERGING,2-3 FANS, 15 ,,, 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949351802,,,
OR,    ,083941,#1,HEM SILOAM GUMDROP,Siloam Gumdrop Daylily                                      ,PRN,04,     ,,,-,2-3 FANS," 1,104 ",     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949839416,,,
OR,    ,040111,#1,HEM STELLA DE ORO,Stella De Oro Dwarf Daylily                                 ,PRN,04,     ,,,EMERGING,2-3 FANS," 3,999 "," 5,379 ",04/01/14  , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949401118,,,
OR,    ,006631,#1,HEM STRAWBERRY CANDY,Strawberry Candy Daylily                                    ,PRN,04,     ,,,CUT BACK,2-3 FANS, 40 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949053164,,,
OR,    ,040291,#1,HEM SUMMER WINE,Summer Wine Daylily                                         ,PRN,04,     ,,,EMERGING,., 417 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949402917,,,
OR,    ,083931,#1,HEM SWIRLING WATER,Swirling Water Daylily                                      ,PRN,04,     ,,,-,1-2 FANS, 18 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949839317,,,
OR,    ,006665,#5,HEPTACODIUM MICONIOIDES,Seven-Son Flower                                            ,TRE,05,     ,,,BREAKING DORMANCY,"58""H", 28 ,     ,          , 23.75 , 19.00 , 2.30 , 21.30 ,     ,,014949016794,,,
CA,    ,023101,#1,HEUCHERA FROSTED VIOLET P15085,Frosted Violet Coral Bells                                  ,PRN,04,     ,,,-,CAN FULL,     ," 2,224 ",04/15/14  , 4.75 , 3.80 , 0.49 , 4.29 ,     ,,014949043059,,,
OR,    ,018661,#1,HEUCHERA GREEN SPICE,Green Spice Coral Bells                                     ,PRN,04,     ,,,-,CAN FULL,     , 513 ,06/01/14  , 6.75 , 5.40 , 0.46 , 5.86 ,     ,,014949008805,,,
OR,    ,028871,#1,HEUCHERA MARMALADE PP15945,Marmalade Coral Bells                                       ,PRN,04,     ,,,-,CAN FULL," 1,291 ", 752 ,06/01/14  , 7.50 , 6.00 , 0.46 , 6.46 ,     ,,014949065846,,,
OR,    ,045721,#1,HEUCHERA MIDNIGHT ROSE PP18551,Midnight Rose Coral Bells                                   ,PRN,04,     ,,,,CAN FULL, 771 , 485 ,06/01/14  , 7.50 , 6.00 , 0.46 , 6.46 ,     ,,014949238431,,,
CA,    ,040451,#1,HEUCHERA PALACE PURPLE,Palace Purple Coral Bells                                   ,PRN,04,     ,,,-,CAN FULL, 9 ,     ,          , 4.75 , 3.80 , 0.49 , 4.29 ,     ,,014949404515,,,
OR,    ,036691,#1,HEUCHERA ROSE MAJESTY PP17414,Rose Majesty Coral Bells                                    ,PRN,04,     ,,,CUT BACK,.,     , 10 ,06/01/14  , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949214923,,,
OR,    ,046641,#1,HEUCHERA VIL CARAMEL PP16560,Caramel Coral Bells                                         ,PRN,04,     ,,,-,., 253 , 51 ,06/01/14  , 7.50 , 6.00 , 0.46 , 6.46 ,     ,,014949273562,,,
CA,    ,002111,#1,HIB SYR APHRODITE,Aphrodite Rose Of Sharon                                    ,DCS,05,     ,,,BREAKING DORMANCY,"9""H - 6""S", 301 ," 3,447 ",04/15/14  , 5.75 , 4.60 , 0.49 , 5.09 ,     ,,014949021118,,,
CA,2011,074501S,SuperOne TM,HIB SYR BLU CHIFFON TM PP20574,Blue Chiffon™  Rose of Sharon,DCS,05,     ,,,-,"10""H",     , 309 ,05/01/14  , 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949335949,,,
CA,    ,083995,#5,HIB SYR BLUE BIRD-GRAFTED,Blue Bird Rose Of Sharon                                    ,DCS,05, 66 ,,66,BREAKING DORMANCY,"18""H - 12""S",     ,     ,          , 24.50 , 19.60 , 2.47 , 22.07 ,     ,,014949038772,,,
CA,    ,041661,#1,HIB SYR BLUSHING BRIDE,Blushing Bride Rose Of Sharon                               ,DCS,05,     ,,,BREAKING DORMANCY,"9""H - 6""S"," 2,124 "," 1,053 ",04/15/14  , 5.75 , 4.60 , 0.49 , 5.09 ,     ,,014949416617,,,
CA,2011,074841S,SuperOne TM,HIB SYR CHINA CHIFFON TM PPAF,China Chiffon™  Rose of Sharon,DCS,05,     ,,,BREAKING DORMANCY,"8""H", 110 ,,, 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949337295,,,
CA,    ,002205,#5,HIB SYR COLLIE MULLENS,Collie Mullens Rose Of Sharon                               ,DCS,05,     ,,,BREAKING DORMANCY,"18""H - 12""S", 162 ,,, 19.25 , 15.40 , 2.47 , 17.87 ,     ,,014949022054,,,
CA,    ,002251,#1,HIB SYR DIANA,Diana Rose Of Sharon                                        ,DCS,05,     ,,,BREAKING DORMANCY,"9""H - 6""S", 505 ,,, 5.75 , 4.60 , 0.49 , 5.09 ,     ,,014949022511,,,
CA,    ,002261,#1,HIB SYR HELENE,Helene Rose Of Sharon                                       ,DCS,05,     ,,,BREAKING DORMANCY,"9""H - 6""S"," 2,088 ", 968 ,04/15/14  , 5.75 , 4.60 , 0.49 , 5.09 ,     ,,014949022610,,,
CA,    ,016961S,SuperOne TM,HIB SYR LAV CHIFFON TM PP12619,Lavender Chiffon™  Rose of Sharon,DCS,05,     ,,,-,"12""H",     , 989 ,05/01/14  , 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949337172,,,
CA,2011,074491S,SuperOne TM,HIB SYR LIL' KIM TM PP19547,Lil' Kim™  Rose of Sharon,DCS,05,     ,,,DORMANT,"9""H", 496 ,,, 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949335918,,,
CA,    ,002301,#1,HIB SYR MINERVA,Minerva Rose Of Sharon                                      ,DCS,05,     ,,,-,"12""H - 6""S *",     , 161 ,05/01/14  , 5.75 , 4.60 , 0.49 , 5.09 ,     ,,014949023013,,,
CA,2011,074831S,SuperOne TM,HIB SYR SUGAR TIP R PP20579,Sugar Tip®  Rose of Sharon,DCS,05,     ,,,-,"12""H",     , 47 ,05/01/14  , 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949335895,,,
CA,2011,074851S,SuperOne TM,HIB SYR WHT CHIFFON TM PP12612,White Chiffon™  Rose of Sharon,DCS,05,     ,,,DORMANT,"8""H", 10 ,     ,          , 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949335970,,,
OR,    ,036981,#1,HOSTA APHRODITE,Aphrodite Plantain Lily                                     ,PRN,03,     ,,,,,     , 10 ,04/01/14  , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949216514,,,
OR,    ,006875,#5,HOSTA BLUE ANGEL,Blue Angel Plantain Lily                                    ,PRN,05,     ,,,DORMANT,3-5 EYES, 10 ,     ,          , 23.00 , 18.40 , 2.30 , 20.70 ,     ,,014949276198,,,
OR,    ,016762,#2,HOSTA CHERRY BERRY,Cherry Berry Plantain Lily                                  ,PRN,04,     ,,,DORMANT,2-4 EYES, 29 ,     ,          , 13.50 , 10.80 , 1.15 , 11.95 ,     ,,014949359587,,,
OR,2014,093062,#2,HOSTA ENTERPRISE,Enterprise Hosta                                            ,PRN,03,     ,,,DORMANT,2-4 EYES, 5 ,     ,          , 13.50 , 10.80 , 1.15 , 11.95 ,     ,,014949332740,,,
OR,    ,04149UT,LittleOne,HOSTA EOLA SALAD BOWL,Eola Salad Bowl Plantain Lily                               ,PRN,03, 120 ,,120,DORMANT,1-2 EYES,     ,     ,          , 2.95 , 2.36 , 0.35 , 2.71 ,     ,,014949010549,,,
OR,    ,041472,#2,HOSTA EOLA SAPPHIRE,Eola Sapphire Plantain Lily                                 ,PRN,03,     ,,,DORMANT,2-3 EYES, 763 ,     ,          , 13.50 , 10.80 , 1.15 , 11.95 ,     ,,014949276228,,,
OR,2014,075111,#1,HOSTA FANTASY ISLAND,Fantasy Island Plantain Lily                                ,PRN,03,     ,,,DORMANT,1-3 YEYS, 45 ,,, 6.75 , 5.40 , 0.46 , 5.86 ,     ,,014949358573,,,
OR,    ,017492,#2,HOSTA FIRE & ICE,Fire And Ice Plantain Lily                                  ,PRN,04,     ,,,,2-4 EYES,     , 228 ,04/01/14  , 13.50 , 10.80 , 1.15 , 11.95 ,     ,,014949358597,,,
OR,2014,042982,#2,HOSTA FIRST FROST,First Frost Plantain Lily                                   ,PRN,04,     ,,,DORMANT,2-4 EYES, 125 ,     ,          , 13.50 , 10.80 , 0.92 , 11.72 ,     ,,014949358641,,,
OR,    ,041862,#2,HOSTA FLUCTUANS VARIEG (SAGAE),Variegated Plantain Lily                                    ,PRN,04,     ,,,DORMANT,2-4 EYES, 394 ,     ,          , 13.50 , 10.80 , 1.15 , 11.95 ,     ,,014949037928,,,
OR,    ,041691,#1,HOSTA FRANCEE,Francee Plantain Lily                                       ,PRN,04,     ,,,DORMANT,1-3 EYES," 2,490 ",     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949416914,,,
OR,2013,052631,#1,HOSTA FROSTY RIBBONS TM PPAF,Frosty Ribbons™  Hosta,PRN,04,     ,,,,,     , 90 ,04/01/14  , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949341698,,,
OR,    ,041531,#1,HOSTA GINKO CRAIG,Ginko Craig Plantain Lily                                   ,PRN,03,     ,,,EMERGING,1-3 EYES," 2,039 ",     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949415313,,,
OR,    ,041771,#1,HOSTA GOLDEN PRAYERS,Golden Prayers Plantain Lily                                ,PRN,03,     ,,,DORMANT,2-3 EYES, 35 ,,, 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949417713,,,
OR,    ,019911,#1,HOSTA GREAT EXPECTATIONS,Great Expectations Plantain Lily                            ,PRN,03,     ,,,DORMANT,2-3 EYES, 10 ,,, 6.75 , 5.40 , 0.46 , 5.86 ,     ,,014949020753,,,
OR,    ,031891,#1,HOSTA HADSPEN BLUE,Hadspen Blue Plantain Lily                                  ,PRN,04,     ,,,DORMANT,2-3 EYES, 40 ,     ,          , 6.75 , 5.40 , 0.46 , 5.86 ,     ,,014949070581,,,
OR,    ,017531,#1,HOSTA JUNE,June Plantain Lily                                          ,PRN,03,     ,,,DORMANT,2-3 EYES, 752 ,,, 6.75 , 5.40 , 0.46 , 5.86 ,     ,,014949004326,,,
OR,    ,041821,#1,HOSTA KROSSA REGAL,Krossa Regal Plantain Lily                                  ,PRN,03,     ,,,DORMANT,1-3 EYES," 1,289 ",     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949418215,,,
OR,    ,006981,#1,HOSTA MINUTEMAN,Minuteman Plantain Lily                                     ,PRN,03,     ,,,DORMANT,1-3 EYES,     , 30 ,04/01/14  , 6.75 , 5.40 , 0.46 , 5.86 ,     ,,014949004234,,,
OR,    ,028392,#2,HOSTA OLIVE BAILEY LANGDON,Olive Bailey Langdon Plantain Lily                          ,PRN,04,     ,,,DORMANT,2-3 EYES, 821 ,     ,          , 13.50 , 10.80 , 1.15 , 11.95 ,     ,,014949232958,,,
OR,    ,041881,#1,HOSTA PATRIOT,Patriot Plantain Lily                                       ,PRN,04,     ,,,DORMANT,1-3 EYES,     ," 1,082 ",04/01/14  , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949418819,,,
OR,    ,007011,#1,HOSTA REGAL SPLENDOR,Regal Splendor Plantain Lily                                ,PRN,04,     ,,,DORMANT,1-3 EYES, 86 ,     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949050828,,,
OR,2014,039472,#2,HOSTA ROSEDALE GOLDEN GOOSE,Rosedale Golden Goose Plantain Lily                         ,PRN,03,     ,,,DORMANT,2-4 EYES, 50 ,     ,          , 13.50 , 10.80 , 1.15 , 11.95 ,     ,,014949332795,,,
OR,    ,083975,#5,HOSTA SUM & SUBSTANCE,Sum & Substance Hosta                                       ,PRN,04,     ,,,DORMANT,3-5 EYES, 25 ,     ,          , 23.00 , 18.40 , 2.30 , 20.70 ,     ,,014949839751,,,
OR,2014,075161,#1,HOSTA THE RAZOR'S EDGE,The Razor's Edge Plantain Lily                              ,PRN,03,     ,,,DORMANT,1-3 YEYS,     , 90 ,04/01/14  , 6.75 , 5.40 , 0.46 , 5.86 ,     ,,014949358672,,,
OR,2013,016305,#5,HOSTA TOKUDAMA FLAVOCIRCINALIS,Flavocircinalis Plantain Lily                               ,PRN,03,     ,,,DORMANT,3-5 EYES, 9 ,     ,          , 23.00 , 18.40 , 2.30 , 20.70 ,     ,,014949358566,,,
OR,    ,041851,#1,HOSTA WIDE BRIM,Wide Brim Plantain Lily                                     ,PRN,03,     ,,,DORMANT,1-3 EYES," 2,528 ",     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949418512,,,
OR,2011,074532S,SuperTwo,HYD A INVINCE SPIRIT R PP20765,Invincibelle®  Spirit Hydrangea,DCS,03,     ,,,DORMANT,16''H - 14''S, 308 ,,, 16.00 , 12.80 , 1.53 , 14.33 ,     ,,014949336106,,,
OR,2013,063832,#2,HYD ANG GOLDEN CRANE R,Golden Crane®  Hydrangea,DCS,06,     ,,,-,12''H - 12''S, 107 ,     ,          , 15.75 , 12.60 , 1.15 , 13.75 ,     ,,014949348970,,,
OR,2011,074522S,SuperTwo,HYD ARB INCREDIBALL R PP20571,Incrediball®  Smooth Hydrangea,DCS,03,     ,,,DORMANT,14''H - 12''S, 115 ,     ,          , 16.00 , 12.80 , 1.53 , 14.33 ,     ,,014949336069,,,
CA,2011,019212S,SuperTwo,HYD ARB WHITE DOME R PP14168,White Dome®  Hydrangea,DCS,03,     ,,,-,"10""H - 10""S",     , 108 ,04/01/14  , 16.00 , 12.80 , 1.65 , 14.45 ,     ,,014949335468,,,
OR,2013,092752,#2,HYD M ENCHANTRESS R PPAF,Enchantress®  Hydrangea,DCS,05,     ,#REF!,,BREAKING DORMANCY,"12""H - 12""S", 740 ,     ,          , 16.25 , 13.00 , 1.15 , 14.15 ,     ,,014949370643,,,
CA,    ,017311S,SuperOne TM,HYD M ENDLESS SUMMER R PP15298,Endless Summer®  Hydrangea,DCS,04,     ,,,BREAKING DORMANCY,"5""H - 8""S"," 11,976 ",     ,          , 8.75 , 7.00 , 0.82 , 7.82 ,     ,,014949068731,,,
CA,2011,074561S,SuperOne TM,HYD MAC CTYLN TM PARIS PP10906,Cityline®  Paris Bigleaf Hydrangea,DCS,05,     ,,,-,"6""H - 8""S", 25 ,     ,          , 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949336168,,,
CA,2011,074541S,SuperOne TM,HYD MAC CTYLN TM RIO,Cityline®  Rio Bigleaf Hydrangea,DCS,05,     ,,,-,"6""H - 8""S", 115 ,     ,          , 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949336144,,,
CA,2012,077461S,SuperOne TM,HYD MAC LD R BIG EASY PPAF,Let's Dance®  Big Easy Hydrangea,DCS,05,     ,,,-,"6""H - 8""S", 48 ,     ,          , 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949355947,,,
OR,2011,074592S,SuperTwo,HYD MAC LD R MOONLIGHT PP20020,Let's Dance®  Moonlight Hydrangea,DCS,05,     ,,,BREAKING DORMANCY,12''H - 14''S, 416 ,     ,          , 16.00 , 12.80 , 1.53 , 14.33 ,     ,,014949336229,,,
OR,2011,074582S,SuperTwo,HYD MAC LD R STARLIGHT PP20019,Let's Dance®  Starlight Bigleaf Hydrangea,DCS,05,     ,,,BREAKING DORMANCY,14''H - 12''S, 304 ,     ,          , 16.00 , 12.80 , 1.53 , 14.33 ,     ,,014949336205,,,
CA,    ,041921,#1,HYD MAC MARIESII VARIEGATA,Mariesii Variegated Lacecap Hydrangea                       ,DCS,05,     ,,,-,"6""H - 8""S", 10 ,     ,          , 6.50 , 5.20 , 0.49 , 5.69 ,     ,,014949419212,,,
CA,    ,041961,#1,HYD MAC NIKKO BLUE,Nikko Blue Hydrangea                                        ,DCS,05,     ,,,-,"6""H - 8""S"," 2,792 ",     ,          , 6.50 , 5.20 , 0.49 , 5.69 ,     ,,014949419618,,,
CA,    ,023752,#2,HYD MAC PENNY MAC,Penny Mac Hydrangea                                         ,DCS,05,     ,,,-,"8""H - 10""S", 237 ,     ,          , 15.00 , 12.00 , 1.24 , 13.24 ,     ,,014949066058,,,
CA,    ,042071,#1,HYD MAC PINK ELF R (PIA),Pink Elf®  French Hydrangea,DCS,05,     ,#REF!,,BREAKING DORMANCY,"6""H - 8""S"," 1,269 ",     ,          , 7.00 , 5.60 , 0.49 , 6.09 ,     ,,014949420713,,,
CA,    ,041971,#1,HYD MAC PINK N PRETTY R,Pink 'N Pretty®  Hydrangea,DCS,05,     ,#REF!,,-,"8""H - 8""S"," 1,168 ",     ,          , 6.50 , 5.20 , 0.49 , 5.69 ,     ,,014949419717,,,
CA,    ,041981,#1,HYD MAC RED N PRETTY R,Red 'N Pretty®  Hydrangea,DCS,05,     ,,,-,"6""H - 8""S"," 2,465 ",     ,          , 6.50 , 5.20 , 0.49 , 5.69 ,     ,,014949419816,,,
CA,2014,089951S,SuperOne TM,HYD P LITTLE QUICK FIRE R PPAF,Little Quick Fire™  Hardy Hydrangea,DCS,03,     ,,,,,     , 150 ,05/07/14  , 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949372807,,,
OR,    ,042021,#1,HYD PAN ANGEL'S BLUSH R P10751,Angel's Blush®  Hydrangea,DCS,04,     ,,,DORMANT,"10''H - 8""S", 480 ,     ,          , 6.75 , 5.40 , 0.46 , 5.86 ,     ,,014949420218,,,
CA,2012,080951S,SuperOne TM,HYD PAN BOBO R PP22782,Bobo®  Hardy Hydrangea,DCS,03,     ,,,-,"12""H - 10""S",     , 5 ,04/01/14  , 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949114940,,,
CA,2014,089941S,SuperOne TM,HYD PAN FIRE LIGHT TM PPAF,Fire Light™  Hardy Hydrangea,DCS,03,     ,,,,"12""H - 10""S",     , 90 ,04/01/14  , 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949372777,,,
CA,    ,024371S,SuperOne TM,HYD PAN LIMELIGHT PP12874,Limelight Hardy Hydrangea                                   ,DCS,03,     ,#REF!,,BREAKING DORMANCY,"8""H - 10""S", 888 ,     ,          , 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949336861,,,
OR,    ,029921S,SuperOne TM,HYD PAN LITTLE LIME PPAF,Little Lime™  Hardy Hydrangea,DCS,03,     ,,,DORMANT,12''H - 10''S, 25 ,     ,          , 9.75 , 7.80 , 0.77 , 8.57 ,     ,,014949337974,,,
OR,2011,074611S,SuperOne TM,HYD PAN PINKY WINKY TM PP16166,Pinky Winky™  Hardy Hydrangea,DCS,03,     ,,,DORMANT,"12""H - 8""S", 97 ,     ,          , 9.75 , 7.80 , 0.77 , 8.57 ,     ,,014949337929,,,
OR,2011,074605,#5,HYD PAN QUICK FIRE R PP16812,Quick Fire®  Hardy Hydrangea,DCS,03,     ,,,-,"16""H - 14""S",     , 5 ,04/01/14  , 22.00 , 17.60 , 2.30 , 19.90 ,     ,,014949350300,,,
OR,    ,041941,#1,HYD PAN TARDIVA,Tardiva Hydrangea                                           ,DCS,03,     ,,,DORMANT,"10""H - 8""S", 357 ,     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949785010,,,
OR,    ,035012,#2 STAKED,HYD PET MIRANDA,Miranda Climbing Hydrangea                                  ,VIN,04,     ,,,-,FULL STK,     , 6 ,05/01/14  , 18.25 , 14.60 , 1.15 , 15.75 ,     ,,014949212943,,,
OR,    ,041702,#2 STAKED,HYD PETIOLARIS,Climbing Hydrangea                                          ,VIN,05,     ,,,BREAKING DORMANCY,FULL STK, 51 ,,, 18.25 , 14.60 , 1.15 , 15.75 ,     ,,014949417027,,,
CA,    ,042061,#1,HYD QUER SNOW QUEEN,Snow Queen Oakleaf Hydrangea                                ,DCS,05,     ,,,-,"10""H - 8""S",     , 30 ,04/30/14  , 8.00 , 6.40 , 0.49 , 6.89 ,     ,,014949143315,,,
CA,2013,080962S,SuperTwo,HYD SER TUFF STUFF TM PPAF,Tuff Stuff™  Reblooming Mountain Hydrangea,DCS,05,     ,#REF!,,-,"12""H - 12""S", 53 ,,, 16.00 , 12.80 , 1.65 , 14.45 ,     ,,014949360699,,,
CA,2013,065381,#1,HYPERICUM AN IGNITE RED P19468,Ignite Red St John's Wort                                   ,DCS,05,     ,,,BUDS,"10""H - 8""S", 26 ,     ,          , 8.00 , 6.40 , 0.49 , 6.89 ,     ,,014949332917,,,
OR,    ,042131,#1,HYPERICUM FRONDOSUM SUNBURST,Sunburst St. John's Wort                                    ,DCS,04,     ,,,-,6''H - 8''S, 15 ,     ,          , 7.00 , 5.60 , 0.46 , 6.06 ,     ,,014949421314,,,
OR,    ,042221,#1,IBERIS SEMP LITTLE GEM,Little Gem Candytuft                                        ,PRN,05,     ,,,BUDS & BLOOMS,PS-1*, 20 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949422212,,,
OR,    ,042605,#5,ILEX AQ ARGENTEOMARGINATA,Variegated English Holly                                    ,EVS,06,     ,,,-,27''H - 15''S, 22 ,,, 20.50 , 16.40 , 2.30 , 18.70 ,     ,,014949426050,,,
