Branch,Item,Description,Category,Shippable,"Open
Now","Rep
Allocation","Rep
Orders","Now Available
For Rep",Price,Code,Future,
170000,013781,BUDDLEJA DAV BLACK KNIGHT,DCS,"1,758",205,0,0,205,$5.75 ,,3/1/2014,
550000,013781,BUDDLEJA DAV BLACK KNIGHT,DCS,234,234,42,0,234,$5.75 ,,4/1/2014,
170000,013782,BUDDLEJA DAV BLACK KNIGHT,DCS,"1,421",279,38,20,297,$13.75 ,,4/1/2014,
550000,013783,BUDDLEJA DAV BLACK KNIGHT,DCS,294,84,36,0,120,$17.00 ,,4/1/2014,
170000,013785,BUDDLEJA DAV BLACK KNIGHT,DCS,"2,397","1,392",75,20,"1,447",$19.25 ,,3/15/2014,
170000,034671S,BUDDLEJA DAV PEACOCK TM,DCS,878,9,12,10,11,$9.00 ,,,
170000,013771,BUDDLEJA DAV PETITE INDIGO R,DCS,875,875,0,0,875,$5.75 ,,3/15/2014,
550000,013771,BUDDLEJA DAV PETITE INDIGO R,DCS,85,85,10,0,85,$5.75 ,,4/1/2014,
170000,013772,BUDDLEJA DAV PETITE INDIGO R,DCS,428,126,53,5,174,$13.75 ,,4/1/2014,
550000,013773,BUDDLEJA DAV PETITE INDIGO R,DCS,603,467,26,0,493,$17.00 ,,4/1/2014,
170000,013775,BUDDLEJA DAV PETITE INDIGO R,DCS,475,475,12,5,475,$19.25 ,,3/15/2014,
170000,013761,BUDDLEJA DAV PETITE PLUM R,DCS,"1,269",483,0,0,483,$5.75 ,,3/1/2014,
550000,013761,BUDDLEJA DAV PETITE PLUM R,DCS,344,344,32,0,344,$5.75 ,,4/1/2014,
170000,013762,BUDDLEJA DAV PETITE PLUM R,DCS,935,359,63,5,417,$13.75 ,,4/1/2014,
550000,013763,BUDDLEJA DAV PETITE PLUM R,DCS,395,141,15,0,156,$17.00 ,,4/1/2014,
170000,013765,BUDDLEJA DAV PETITE PLUM R,DCS,484,17,10,5,22,$19.25 ,,3/15/2014,
170000,013571,BUDDLEJA DAV PETITE SNOW TM,DCS,603,603,0,0,603,$5.75 ,,3/1/2014,
550000,013571,BUDDLEJA DAV PETITE SNOW TM,DCS,360,360,12,0,360,$5.75 ,,4/1/2014,
170000,013572,BUDDLEJA DAV PETITE SNOW TM,DCS,269,269,15,5,269,$13.75 ,,3/15/2014,
550000,013573,BUDDLEJA DAV PETITE SNOW TM,DCS,353,150,7,10,150,$17.00 ,,4/1/2014,
170000,013575,BUDDLEJA DAV PETITE SNOW TM,DCS,453,87,10,5,92,$19.25 ,,3/15/2014,
170000,013791,BUDDLEJA DAV PINK DELIGHT,DCS,"1,113","1,113",0,0,"1,113",$5.75 ,,3/1/2014,
170000,013792,BUDDLEJA DAV PINK DELIGHT,DCS,"1,119",815,50,15,850,$13.75 ,,4/1/2014,
550000,013793,BUDDLEJA DAV PINK DELIGHT,DCS,425,425,66,0,425,$17.00 ,,4/1/2014,
170000,013795,BUDDLEJA DAV PINK DELIGHT,DCS,955,691,100,40,751,$19.25 ,,3/15/2014,
170000,034681S,BUDDLEJA DAV PURPLE EMPEROR TM,DCS,"1,086",101,10,10,101,$9.00 ,,4/1/2014,
170000,034682S,BUDDLEJA DAV PURPLE EMPEROR TM,DCS,465,0,9,9,0,$15.00 ,,,
170000,013561,BUDDLEJA DAV ROYAL RED,DCS,"1,388",722,0,0,722,$5.75 ,,3/1/2014,
550000,013561,BUDDLEJA DAV ROYAL RED,DCS,767,767,20,0,767,$5.75 ,,4/1/2014,
170000,013562,BUDDLEJA DAV ROYAL RED,DCS,"1,047",480,15,5,490,$13.75 ,,4/1/2014,
550000,013563,BUDDLEJA DAV ROYAL RED,DCS,575,0,26,0,26,$17.00 ,,4/1/2014,
170000,013565,BUDDLEJA DAV ROYAL RED,DCS,938,0,19,5,14,$19.25 ,,3/15/2014,
160000,003011,BUXUS CHICAGOLAND GREEN R,EVS,"2,030",0,40,0,40,$6.50 ,,,
160000,003015,BUXUS CHICAGOLAND GREEN R,EVS,"1,671",0,6,0,6,$23.75 ,,,
160000,090781,BUXUS GOLDEN TRIUMPH,EVS,794,0,10,0,10,$8.00 ,,,
160000,090782,BUXUS GOLDEN TRIUMPH,EVS,936,0,9,0,9,$16.25 ,,,
160000,013821,BUXUS GREEN MOUNTAIN,EVS,"6,804",0,89,149,0,$6.00 ,,,
170000,013821,BUXUS GREEN MOUNTAIN,EVS,"3,955",0,22,10,12,$6.00 ,,4/15/2014,
160000,013821S,BUXUS GREEN MOUNTAIN,EVS,"1,884",0,42,0,42,$7.00 ,,,
160000,013822,BUXUS GREEN MOUNTAIN,EVS,"2,873",0,367,280,87,$14.00 ,,5/1/2014,
170000,013822,BUXUS GREEN MOUNTAIN,EVS,"2,970",0,24,0,24,$14.00 ,,,
160000,013823,BUXUS GREEN MOUNTAIN,EVS,"1,611",0,245,195,50,$21.00 ,,,
160000,013825PY,BUXUS GREEN MOUNTAIN,EVS,451,0,27,0,27,$38.50 ,,5/15/2014,
170000,013825PY,BUXUS GREEN MOUNTAIN,EVS,612,0,8,6,2,$38.50 ,,,
160000,013891,BUXUS GREEN VELVET,EVS,"18,629",0,81,20,61,$6.50 ,,,
160000,013891S,BUXUS GREEN VELVET,EVS,"1,976",0,45,0,45,$7.50 ,,4/15/2014,
160000,013892,BUXUS GREEN VELVET,EVS,"12,902",0,115,150,0,$14.75 ,,,
160000,013893,BUXUS GREEN VELVET,EVS,"3,968",0,109,109,0,$21.00 ,,5/1/2014,
160000,013895,BUXUS GREEN VELVET,EVS,"7,683",0,70,74,0,$23.75 ,,,
160000,013951,BUXUS J GREEN BEAUTY,EVS,925,0,24,0,24,$5.75 ,,,
160000,013952,BUXUS J GREEN BEAUTY,EVS,437,0,20,0,20,$14.00 ,,,
170000,013952,BUXUS J GREEN BEAUTY,EVS,"3,623",0,59,25,34,$14.00 ,,,
550000,01395UTGL,BUXUS J GREEN BEAUTY,EVS,484,276,0,0,276,$4.50 ,,,
170000,013701,BUXUS MIC FAULKNER,EVS,"1,691",0,29,0,29,$6.00 ,,,
170000,013702,BUXUS MIC FAULKNER,EVS,"2,765",5,119,20,104,$14.00 ,,,
160000,013831,BUXUS MIC WINTER GEM,EVS,"9,017",0,82,0,82,$5.75 ,,6/1/2014,
170000,013831,BUXUS MIC WINTER GEM,EVS,"26,482",0,401,200,201,$5.75 ,,,
160000,013832,BUXUS MIC WINTER GEM,EVS,"13,401",0,177,177,0,$14.00 ,,,
170000,013832,BUXUS MIC WINTER GEM,EVS,"9,243",0,478,100,378,$14.00 ,,,
160000,013833,BUXUS MIC WINTER GEM,EVS,"1,270",0,69,69,0,$19.00 ,,,
160000,013835,BUXUS MIC WINTER GEM,EVS,"8,493",0,241,75,166,$21.00 ,,,
550000,013835,BUXUS MIC WINTER GEM,EVS,176,0,108,100,8,$21.00 ,,4/1/2014,
170000,013835CN,BUXUS MIC WINTER GEM,EVS,284,0,14,4,10,$38.50 ,,,
160000,013835CU,BUXUS MIC WINTER GEM,EVS,187,0,9,0,9,$38.50 ,,,
160000,013837,BUXUS MIC WINTER GEM,EVS,102,0,3,0,3,$40.00 ,,,
550000,013837,BUXUS MIC WINTER GEM,EVS,370,0,75,0,75,$40.00 ,,4/15/2014,
550000,013839,BUXUS MIC WINTER GEM,EVS,80,0,7,0,7,$78.50 ,,4/15/2014,
160000,013902,BUXUS S GREEN TOWER R PP15243,EVS,"3,310",0,63,0,63,$15.50 ,,,
160000,013905,BUXUS S GREEN TOWER R PP15243,EVS,"6,616",0,89,32,57,$22.25 ,,,
160000,074761S,BUXUS S NORTH STAR TM PP15998,EVS,464,0,10,0,10,$9.50 ,,,
160000,013981,BUXUS SEMP SUFFRUTICOSA,EVS,"5,238",0,198,65,133,$7.00 ,,6/1/2014,
160000,013982,BUXUS SEMP SUFFRUTICOSA,EVS,"3,927",0,165,80,85,$15.50 ,,,
160000,01398EGL,BUXUS SEMP SUFFRUTICOSA,EVS,"1,475",438,50,0,488,$15.50 ,,,
160000,013881,BUXUS SEMP VARIEGATA,EVS,"3,477",0,158,60,98,$7.00 ,,,
160000,013882,BUXUS SEMP VARIEGATA,EVS,"6,469",0,224,109,115,$15.50 ,,5/1/2014,
160000,01388EGL,BUXUS SEMP VARIEGATA,EVS,458,0,91,10,81,$15.50 ,,,
160000,035971,BUXUS WEE WILLIE R PP17007,EVS,"1,546","1,153",0,0,"1,153",$8.00 ,,6/1/2014,
160000,03597E,BUXUS WEE WILLIE R PP17007,EVS,297,101,0,10,101,$15.50 ,,6/1/2014,
170000,025282,CAESALPINIA GILLIESII,EVS,210,210,0,0,210,$14.50 ,,4/1/2014,
160000,077561,CALAMINTHA NEP MONTROSE WHITE,PRN,604,30,0,0,30,$4.75 ,,4/1/2014,
170000,025291,CALLIANDRA ERIOPHYLLA,EVS,362,178,0,0,178,$6.25 ,,,
160000,013991,CALLICARPA BOD PROFUSION,DCS,803,11,0,0,11,$6.25 ,,,
160000,013995,CALLICARPA BOD PROFUSION,DCS,867,128,19,5,142,$20.25 ,,,
160000,003175,CALLICARPA DICH EARLY AMETHYST,DCS,814,34,0,0,34,$20.25 ,,,
160000,092922,CALLICARPA DICH SUMMER SNOW R,DCS,"1,702",11,0,0,11,$14.50 ,,,
160000,092925,CALLICARPA DICH SUMMER SNOW R,DCS,462,249,5,5,249,$20.25 ,,,
170000,014351,CALLISTEMON CITRINUS,EVS,442,442,0,0,442,$5.75 ,,3/1/2014,
170000,014355,CALLISTEMON CITRINUS,EVS,207,124,0,0,124,$20.00 ,,3/15/2014,
550000,014355PT,CALLISTEMON CITRINUS,EVS,519,115,0,0,115,$38.50 ,,,
170000,014401,CALLISTEMON LITTLE JOHN,EVS,"5,127",788,0,0,788,$6.00 ,,6/2/2014,
170000,014405,CALLISTEMON LITTLE JOHN,EVS,890,890,0,0,890,$20.25 ,,3/15/2014,
160000,020151,CALLUNA SANDY PPAF,EVS,146,0,9,0,9,$8.00 ,,,
180000,017045,CAM J DEBUTANTE,CAM,"1,251",261,0,0,261,$29.00 ,,,
180000,017045PT,CAM J DEBUTANTE,CAM,157,106,0,0,106,$45.00 ,,,
180000,018125PT,CAM J KRAMER'S SUPREME,CAM,155,106,0,0,106,$45.00 ,,5/1/2014,
180000,019887,CAM J SWAN LAKE TM,CAM,40,14,0,0,14,$65.00 ,,,
180000,021029,CAM S APPLE BLOSSOM,CAM,84,5,0,0,5,$105.00 ,,,
180000,015005ST,CAM S MARGE MILLER,CAM,"1,144",31,0,0,31,$28.50 ,,,
180000,021991,CAM S SHISHI GASHIRA,CAM,248,44,0,0,44,$8.50 ,,,
180000,022322,CAM S YULETIDE,CAM,626,83,0,0,83,$19.00 ,,,
160000,02235UT,CAMPANULA CAR DEEP BLUE CLIPS,PRN,"2,398",669,0,0,669,$2.95 ,,,
160000,038611,CAMPANULA SAMANTHA,PRN,"2,283","1,254",0,0,"1,254",$5.50 ,,,
170000,022711,CAMPSIS BALBOA SUNSET R,VIN,"29,240","13,910",20,0,"13,930",$7.50 ,,,
170000,022712ST,CAMPSIS BALBOA SUNSET R,VIN,"1,968",0,17,0,17,$15.25 ,,,
170000,022715,CAMPSIS BALBOA SUNSET R,VIN,"5,511",870,50,15,905,$24.75 ,,,
170000,022381,CAMPSIS FLAVA,VIN,"4,245","3,936",10,55,"3,936",$7.25 ,,4/1/2014,
170000,022382ST,CAMPSIS FLAVA,VIN,821,0,7,0,7,$15.25 ,,,
170000,022385,CAMPSIS FLAVA,VIN,"2,859",641,41,30,652,$22.00 ,,,
170000,022551,CAMPSIS MADAME GALEN,VIN,"16,908","5,028",50,20,"5,058",$7.50 ,,,
170000,022552ST,CAMPSIS MADAME GALEN,VIN,"1,419",0,25,5,20,$15.25 ,,,
170000,022555,CAMPSIS MADAME GALEN,VIN,"3,183",92,50,20,122,$24.75 ,,,
160000,017412,CANNA TROPICANNA GLD TM P13809,PRN,128,20,0,0,20,$18.50 ,,,
170000,017412,CANNA TROPICANNA GLD TM P13809,PRN,"1,157",957,200,75,957,$18.50 ,,4/15/2014,
160000,092891,CARY CLA KORBALL BLU BALLOON R,DCS,646,115,0,0,115,$6.50 ,,,
170000,092892,CARY CLA KORBALL BLU BALLOON R,DCS,625,127,3,0,130,$14.50 ,,4/1/2014,
550000,029881S,CARY X CLAN MINIBLEU PP14674,DCS,155,0,4,0,4,$9.00 ,,,
550000,074422S,CARY X LIL MISS SNSHNE TM PPAF,DCS,200,0,6,0,6,$15.00 ,,,
160000,031315,CEANOTHUS BLUE JEANS,EVS,605,494,0,0,494,$21.75 ,,,
160000,023072,CEANOTHUS THY EL DORADO P13433,EVS,787,610,0,0,610,$14.75 ,,,
160000,023075,CEANOTHUS THY EL DORADO P13433,EVS,385,185,0,0,185,$23.75 ,,,
160000,023181S,CEANOTHUS THY VICTORIA,EVS,"1,255",235,0,0,235,$8.00 ,,,
160000,023182,CEANOTHUS THY VICTORIA,EVS,"1,028",10,0,0,10,$14.75 ,,,
160000,023185,CEANOTHUS THY VICTORIA,EVS,"1,151",574,0,0,574,$21.75 ,,,
160000,074431S,CEANOTHUS X MARIE BLEU TM PPAF,DCS,882,369,0,0,369,$9.00 ,,,
160000,074432S,CEANOTHUS X MARIE BLEU TM PPAF,DCS,298,172,0,0,172,$15.00 ,,,
160000,024662,CEPHALOTAXUS HAR DUKE GARDENS,CON,83,0,7,0,7,$15.25 ,,5/15/2014,
550000,017382,CEPHALOTAXUS HAR FASTIGIATA,CON,467,2,25,5,22,$15.25 ,,4/15/2014,
160000,017385,CEPHALOTAXUS HAR FASTIGIATA,CON,370,0,36,25,11,$22.75 ,,5/15/2014,
160000,023495,CERCIDIPHYLLUM PENDULUM,TRE,371,221,0,0,221,$50.00 ,,,
170000,038425,CERCIS C ACE OF HEARTS PP17161,TRE,68,0,5,0,5,$38.00 ,,,
170000,038415,CERCIS C HEARTS OF GOLD P17740,TRE,590,0,6,5,1,$38.00 ,,,
170000,023587,CERCIS CAN FOREST PANSY,TRE,128,0,6,0,6,$65.00 ,,,
170000,023555,CERCIS CANADENSIS,TRE,47,0,5,0,5,$24.75 ,,,
170000,023525,CERCIS CHIN AVONDALE,TRE,258,0,3,0,3,$31.00 ,,,
550000,023525,CERCIS CHIN AVONDALE,TRE,16,3,0,0,3,$31.00 ,,5/15/2014,
170000,023601,CESTRUM NOCTURNUM,EVS,"1,984",10,0,0,10,$6.00 ,,,
170000,074442S,CHAEN DBLTKE TM OR STRM P20950,DCS,"2,411",723,0,0,723,$16.00 ,,,
550000,074442S,CHAEN DBLTKE TM OR STRM P20950,DCS,194,194,0,0,194,$16.00 ,,,
170000,074452S,CHAEN DBLTKE TM PK STRM P20920,DCS,"2,137","1,088",0,0,"1,088",$16.00 ,,3/15/2014,
550000,074452S,CHAEN DBLTKE TM PK STRM P20920,DCS,174,134,0,0,134,$16.00 ,,,
170000,074771S,CHAEN DBLTKE TM SCR STRM PPAF,DCS,"1,282",320,0,0,320,$9.75 ,,,
170000,030821,CHAENOMELES CAMEO,DCS,553,44,0,0,44,$7.00 ,,,
170000,030822,CHAENOMELES CAMEO,DCS,636,48,0,0,48,$13.75 ,,,
170000,031001,CHAENOMELES SUPER RED R,DCS,"1,871",142,0,0,142,$7.00 ,,,
170000,031002,CHAENOMELES SUPER RED R,DCS,872,189,0,0,189,$13.75 ,,,
170000,031051,CHAENOMELES TEXAS SCARLET,DCS,877,185,0,0,185,$7.00 ,,,
160000,023651,CHAM NOOT PENDULA,CON,425,210,0,0,210,$10.25 ,,,
160000,023655,CHAM NOOT PENDULA,CON,"1,200",0,23,0,23,$40.00 ,,,
160000,02365M,CHAM NOOT PENDULA,CON,367,0,9,5,4,$74.00 ,,,
160000,023902,CHAM OBT FILICOIDES,CON,"1,093",15,0,0,15,$17.25 ,,,
160000,023905,CHAM OBT FILICOIDES,CON,210,0,2,0,2,$27.75 ,,,
160000,023682,CHAM OBT GRACILIS,CON,"1,135",32,27,0,59,$17.25 ,,,
160000,023791,CHAM OBT KOSTERI,CON,386,22,0,0,22,$8.50 ,,,
160000,023795PT,CHAM OBT KOSTERI,CON,520,199,0,0,199,$65.00 ,,,
160000,023911,CHAM OBT TEMPELHOF,CON,988,79,350,0,429,$8.50 ,,5/1/2014,
160000,023931,CHAM OBT TORULOSA,CON,162,162,0,0,162,$6.75 ,,5/15/2014,
160000,023932,CHAM OBT TORULOSA,CON,"1,070",558,0,0,558,$17.25 ,,,
160000,023935,CHAM OBT TORULOSA,CON,206,198,15,5,201,$27.75 ,,6/1/2014,
160000,08240UT,CHAM PIS BABY BLUE,CON,850,138,0,0,138,$4.50 ,,,
160000,024032,CHAM PIS FIL GOLDEN CHARM,CON,"6,111",0,83,100,0,$14.00 ,,,
160000,024035,CHAM PIS FIL GOLDEN CHARM,CON,741,0,5,25,0,$22.00 ,,,
160000,023822,CHAM PIS SQUARROSA MINIMA,CON,"1,805",18,16,0,34,$17.25 ,,,
160000,023841,CHAM PIS SUNGOLD,CON,458,402,0,0,402,$6.75 ,,5/15/2014,
170000,022985,CHITALPA TASH PINK DAWN,TRE,313,61,0,0,61,$28.00 ,,,
170000,022985BH,CHITALPA TASH PINK DAWN,TRE,286,189,0,0,189,$24.00 ,,,
160000,024511,CISTUS BRILLIANCY,EVS,597,92,0,0,92,$6.75 ,,,
160000,024515,CISTUS BRILLIANCY,EVS,246,75,0,0,75,$20.25 ,,,
160000,050511,CISTUS GRAYSWOOD PINK,EVS,530,255,0,0,255,$6.75 ,,,
160000,050515,CISTUS GRAYSWOOD PINK,EVS,323,323,0,0,323,$20.25 ,,4/1/2014,
170000,024605,CISTUS PURPUREUS,EVS,383,98,0,0,98,$20.25 ,,,
170000,024751,CITRUS BEARSS SEEDLESS LIME,CIT,"7,063",357,54,50,361,$9.00 ,,,
170000,024752,CITRUS BEARSS SEEDLESS LIME,CIT,"1,967",0,35,31,4,$16.75 ,,,
170000,026252,CITRUS CALAMONDIN ORANGE,CIT,645,237,5,5,237,$16.75 ,,,
170000,026262,CITRUS CALAMONDIN VARIEGATA,CIT,726,643,0,0,643,$16.75 ,,,
170000,025051,CITRUS EUREKA LEMON,CIT,"1,024",0,17,10,7,$9.00 ,,,
170000,026001,CITRUS IMPROVED MEYER LEMON,CIT,333,0,84,70,14,$9.00 ,,4/25/2014,
170000,026002,CITRUS IMPROVED MEYER LEMON,CIT,"8,230","1,484",75,60,"1,499",$16.75 ,,,
170000,026005,CITRUS IMPROVED MEYER LEMON,CIT,"1,720",0,33,22,11,$24.25 ,,,
170000,026005PT,CITRUS IMPROVED MEYER LEMON,CIT,"3,454",111,70,49,132,$38.50 ,,,
170000,025602PT,CITRUS KUMQUAT NAGAMI,CIT,7,7,0,10,7,$30.00 ,,4/25/2014,
170000,025605,CITRUS KUMQUAT NAGAMI,CIT,810,0,5,0,5,$30.00 ,,,
170000,025605PT,CITRUS KUMQUAT NAGAMI,CIT,"1,072",0,7,2,5,$38.50 ,,,
170000,025125,CITRUS LIMON EUREKA VAR PINK,CIT,255,0,5,0,5,$24.25 ,,,
170000,025781,CITRUS LISBON LEMON,CIT,"1,016",222,0,0,222,$9.00 ,,,
170000,026655,CITRUS MORO BLOOD ORANGE,CIT,337,0,5,5,0,$24.25 ,,4/25/2014,
160000,090681,CLEM ALP CONSTANCE,VIN,228,129,0,0,129,$8.50 ,,4/15/2014,
160000,090661,CLEM ALP PAMELA JACKMAN,VIN,150,150,11,0,150,$8.50 ,,4/15/2014,
160000,027251,CLEM INTEGRIFOLIA CAERULEA,PRN,"3,850","1,195",0,0,"1,195",$7.00 ,,,
160000,027431,CLEM MONTANA FREDA,VIN,"1,015",42,0,0,42,$8.50 ,,,
160000,027435,CLEM MONTANA FREDA,VIN,510,510,10,0,510,$28.00 ,,4/15/2014,
160000,027401,CLEM MONTANA RUBENS,VIN,977,0,11,10,1,$8.50 ,,,
160000,027405,CLEM MONTANA RUBENS,VIN,1,0,22,22,0,$28.00 ,,4/15/2014,
160000,027472,CLEM PANICULATA,VIN,"1,634",0,50,0,50,$17.00 ,,5/1/2014,
160000,021792,CLEM PIILU TM PPAF,VIN,385,385,50,0,385,$17.00 ,,5/1/2014,
160000,021862,CLEM SAPPHIRE INDIGO TMPP17012,VIN,286,28,100,20,108,$17.50 ,,5/1/2014,
160000,021865,CLEM SAPPHIRE INDIGO TMPP17012,VIN,"1,083",821,40,15,846,$28.00 ,,5/1/2014,
160000,055211,CLEM SIEBOLDII,VIN,926,0,51,0,51,$8.50 ,,,
160000,038005,CLEM TEX PRINCESS DIANA,VIN,131,33,0,10,33,$28.00 ,,5/1/2014,
160000,051481,CLEM VANCOUVER TM DANIELLE,VIN,"2,966",0,20,20,0,$9.50 ,,,
160000,051485,CLEM VANCOUVER TM DANIELLE,VIN,203,99,0,0,99,$30.00 ,,5/1/2014,
160000,048741,CLEM VANCOUVER TM STARRY NGHTS,VIN,29,9,98,10,9,$9.50 ,,5/1/2014,
160000,048742,CLEM VANCOUVER TM STARRY NGHTS,VIN,20,10,38,0,10,$17.00 ,,5/1/2014,
160000,048745,CLEM VANCOUVER TM STARRY NGHTS,VIN,108,1,19,10,10,$30.00 ,,5/1/2014,
160000,027301,CLEM VIT MADAME JULIA CORREVON,VIN,527,5,0,0,5,$8.50 ,,,
160000,021782,CLEM X ARABELLA,VIN,994,320,50,0,370,$17.00 ,,5/1/2014,
160000,015905,CLEM X BLUE LIGHT R PP15953,VIN,392,2,36,10,28,$28.00 ,,5/1/2014,
160000,027221,CLEM X COMTESSE DE BOUCHAUD,VIN,686,636,35,0,636,$8.50 ,,4/15/2014,
160000,027225,CLEM X COMTESSE DE BOUCHAUD,VIN,711,504,60,15,549,$28.00 ,,5/1/2014,
160000,027011,CLEM X ERNEST MARKHAM,VIN,55,5,50,0,5,$8.50 ,,4/15/2014,
160000,027015,CLEM X ERNEST MARKHAM,VIN,391,145,30,20,155,$28.00 ,,5/1/2014,
160000,033492,CLEM X HANIA,VIN,668,5,50,5,50,$17.00 ,,5/1/2014,
160000,034432,CLEM X KILIAN DONAHUE,VIN,109,0,11,11,0,$17.00 ,,5/1/2014,
160000,027061,CLEM X MULTI-BLUE,VIN,"1,872",42,25,0,67,$8.50 ,,5/1/2014,
160000,027065,CLEM X MULTI-BLUE,VIN,348,39,43,15,67,$28.00 ,,5/1/2014,
160000,027441,CLEM X NELLY MOSER,VIN,"1,290","1,280",25,0,"1,280",$8.50 ,,4/15/2014,
160000,027442,CLEM X NELLY MOSER,VIN,571,22,22,25,22,$17.00 ,,5/1/2014,
160000,027445,CLEM X NELLY MOSER,VIN,512,494,44,15,512,$28.00 ,,5/1/2014,
160000,027462,CLEM X NIOBE,VIN,831,250,50,5,295,$17.00 ,,5/1/2014,
160000,027465,CLEM X NIOBE,VIN,333,26,27,10,43,$28.00 ,,5/1/2014,
160000,027071,CLEM X PINK CHAMPAGNE,VIN,"2,198",82,49,0,131,$8.50 ,,5/1/2014,
160000,027075,CLEM X PINK CHAMPAGNE,VIN,506,42,46,5,83,$28.00 ,,5/1/2014,
160000,027481,CLEM X RAMONA,VIN,"1,912",179,24,0,203,$8.50 ,,5/1/2014,
160000,027482,CLEM X RAMONA,VIN,663,529,50,10,569,$17.00 ,,5/1/2014,
160000,027485,CLEM X RAMONA,VIN,123,0,32,20,12,$28.00 ,,5/1/2014,
160000,027491,CLEM X ROUGE CARDINAL,VIN,"1,718",67,0,10,67,$8.50 ,,5/1/2014,
160000,027492,CLEM X ROUGE CARDINAL,VIN,52,52,9,10,52,$17.00 ,,5/1/2014,
160000,027495,CLEM X ROUGE CARDINAL,VIN,125,8,26,20,14,$28.00 ,,5/1/2014,
160000,026371,CLEM X TOKI,VIN,880,0,68,0,68,$8.50 ,,5/1/2014,
160000,026372,CLEM X TOKI,VIN,86,0,72,15,57,$17.00 ,,5/1/2014,
160000,026375,CLEM X TOKI,VIN,99,0,45,25,20,$28.00 ,,5/1/2014,
160000,056212,CLEM X WESTERPLATTE,VIN,50,50,0,0,50,$17.00 ,,5/1/2014,
550000,027535,CLETHRA ALN RUBY SPICE,DCS,396,15,3,0,18,$18.25 ,,,
170000,030441,CLIVIA BELGIAN HYB ORANGE,EVS,"2,886",0,11,0,11,$7.00 ,,,
170000,030442,CLIVIA BELGIAN HYB ORANGE,EVS,"1,679",13,5,0,18,$15.00 ,,,
550000,030442,CLIVIA BELGIAN HYB ORANGE,EVS,381,381,0,0,381,$15.00 ,,4/1/2014,
170000,028842,CLIVIA BELGIUM HYB YELLOW,EVS,"1,749",0,10,0,10,$15.00 ,,,
170000,027605,CLIVIA MIN FLAME R,EVS,756,122,0,0,122,$26.00 ,,,
550000,024201,COLOCASIA ESC BLACK MAGIC,PRN,514,0,75,0,75,$7.00 ,,4/1/2014,
550000,024205,COLOCASIA ESC BLACK MAGIC,PRN,60,60,150,35,60,$20.00 ,,3/15/2014,
160000,051352,COPROSMA BLACK CLOUD,EVS,589,314,0,0,314,$16.00 ,,,
170000,082751,COPROSMA EVENING GLOW,EVS,755,222,0,0,222,$8.50 ,,,
170000,027855,CORDYLINE AUS TORBAY DAZZLER,EVS,51,0,5,5,0,$27.00 ,,,
170000,031721,CORDYLINE BAUERI,EVS,"12,783","1,939",256,176,"2,019",$7.50 ,,,
170000,031725,CORDYLINE BAUERI,EVS,"4,527",0,93,32,61,$27.00 ,,,
170000,038821,CORDYLINE BURGUNDY SPIRE PPAF,EVS,"2,425",0,10,0,10,$8.00 ,,,
170000,031701,CORDYLINE INDIVISA,EVS,"20,027","6,534",110,140,"6,534",$6.50 ,,,
170000,031705,CORDYLINE INDIVISA,EVS,"1,800",92,24,15,101,$23.00 ,,,
170000,017421,CORDYLINE RED STAR,EVS,"5,356","1,034",138,145,"1,034",$8.00 ,,,
160000,068091,CORE BIGBANG TM FULLMN PP19364,PRN,933,84,0,0,84,$5.50 ,,,
160000,068081,CORE BIGBANG TM RDSHFT PP20412,PRN,"1,640",543,0,0,543,$5.50 ,,,
550000,02795UT,COREOPSIS AURICULATA NANA,PRN,508,287,0,0,287,$2.95 ,,4/1/2014,
160000,058261,COREOPSIS VER ROUTE 66 PP20609,PRN,66,10,0,0,10,$5.50 ,,4/1/2014,
160000,058262,COREOPSIS VER ROUTE 66 PP20609,PRN,408,408,0,0,408,$11.00 ,,4/1/2014,
550000,027971,COREOPSIS VERT ZAGREB,PRN,"1,068","1,068",10,0,"1,068",$4.75 ,,4/1/2014,
160000,027972,COREOPSIS VERT ZAGREB,PRN,416,416,0,0,416,$11.00 ,,4/1/2014,
160000,02797UT,COREOPSIS VERT ZAGREB,PRN,702,66,0,0,66,$2.95 ,,,
160000,027732,CORNUS ALBA ELEGANTISSIMA,DCS,"1,562",0,19,0,19,$15.25 ,,,
160000,027735,CORNUS ALBA ELEGANTISSIMA,DCS,44,44,55,0,44,$21.75 ,,5/1/2014,
160000,027735PT,CORNUS ALBA ELEGANTISSIMA,DCS,307,30,4,0,34,$45.00 ,,,
160000,027861,CORNUS ALBA IVORYHALO TM,DCS,"2,281",30,0,0,30,$7.75 ,,,
160000,027751,CORNUS ALBA SIBIRICA,DCS,"1,448",475,0,0,475,$7.75 ,,,
160000,027755,CORNUS ALBA SIBIRICA,DCS,"1,190",128,0,0,128,$21.75 ,,,
160000,02787M,CORNUS ALTERNIFOLIA,TRE,100,17,0,0,17,$64.00 ,,,
160000,027641,CORNUS CANADENSIS,DCS,202,0,10,0,10,$7.75 ,,4/1/2014,
160000,019615,CORNUS KOUSA WOLF EYES,TRE,197,0,7,0,7,$38.00 ,,5/15/2014,
160000,01961M,CORNUS KOUSA WOLF EYES,TRE,21,0,2,0,2,$69.00 ,,,
160000,027801,CORNUS SERICEA FLAVIRAMEA,DCS,"1,468",576,0,0,576,$7.75 ,,,
