Branch,item,Description,,Shippable,"Open
Now","Rep
Allocation","Rep
Orders","Now Available
For Rep",Price,Code,Future
    ,086641,HEUCHERA FIRE ALARM PPAF,,,,,,,,,
    ,086641,HEUCHERA FIRE ALARM PPAF,,,,,,,,,
2015,412671,HEUCHERA GRAPE SODA PPAF,,,,,,,,,
2015,412671,HEUCHERA GRAPE SODA PPAF,,,,,,,,,
2015,412671,HEUCHERA GRAPE SODA PPAF,,,,,,,,,
2014,054481,HEUCHERELLA GOLD ZEBRA PPAF,,,,,,,,,
2014,054481,HEUCHERELLA GOLD ZEBRA PPAF,,,,,,,,,
    ,407761,HEUCHERELLA SOLAR ECLIPSE,,,,,,,,,
    ,407761,HEUCHERELLA SOLAR ECLIPSE,,,,,,,,,
    ,041171,HEUCHERELLA SWEET TEA PPAF,,,,,,,,,
    ,041171,HEUCHERELLA SWEET TEA PPAF,,,,,,,,,
    ,034712,HIB MOS DAVE FLEMING PP21392,,,,,,,,,
    ,034722,HIB MOS JAMES FLEMING PP21434,,,,,,,,,
    ,036322,HIB MOS STARDUST PP21479,,,,,,,,,
    ,034732,HIB MOS STRWBRY SWIRL PP21542,,,,,,,,,
2015,056931,HIB R BLUE VIOLET,,,,,,,,,
2015,056935,HIB R BLUE VIOLET,,,,,,,,,
    ,016953S,HIB SYR BLUE SATIN TM PP12680,,,,,,,,,
New ,091712S,HIB SYR LIL' KIM TM VIOLET,,,,,,,,,
    ,403473,HIB SYR ROSE MOON,,,,,,,,,
2014,026217PT,HIB X LOHENGRIN,,,,,,,,,
New ,412681,HOSTA CURLY FRIES,,,,,,,,,
2014,093062,HOSTA ENTERPRISE,,,,,,,,,
2014,093061,HOSTA ENTERPRISE,,,,,,,,,
2014,093061,HOSTA ENTERPRISE,,,,,,,,,
2014,093061,HOSTA ENTERPRISE,,,,,,,,,
2014,075112,HOSTA FANTASY ISLAND,,,,,,,,,
2014,075111,HOSTA FANTASY ISLAND,,,,,,,,,
    ,40158UT,HOSTA PANDORAS BOX,,,,,,,,,
    ,062011,HOSTA PAUL'S GLORY,,,,,,,,,
    ,062011,HOSTA PAUL'S GLORY,,,,,,,,,
    ,062011,HOSTA PAUL'S GLORY,,,,,,,,,
    ,403621,HOSTA PRAYING HANDS,,,,,,,,,
    ,403621,HOSTA PRAYING HANDS,,,,,,,,,
    ,403621,HOSTA PRAYING HANDS,,,,,,,,,
    ,093111,HOSTA RAINFOREST SUNRISE,,,,,,,,,
    ,093111,HOSTA RAINFOREST SUNRISE,,,,,,,,,
2014,039471,HOSTA ROSEDALE GOLDEN GOOSE,,,,,,,,,
2014,039472,HOSTA ROSEDALE GOLDEN GOOSE,,,,,,,,,
2014,039475,HOSTA ROSEDALE GOLDEN GOOSE,,,,,,,,,
2014,075162,HOSTA THE RAZOR'S EDGE,,,,,,,,,
2014,075161,HOSTA THE RAZOR'S EDGE,,,,,,,,,
2015,093131,HOSTA VICTORY,,,,,,,,,
2015,093131,HOSTA VICTORY,,,,,,,,,
    ,403862,HYD DBL DLT TM EXPRESN P18393,,,,,,,,,
    ,403863,HYD DBL DLT TM EXPRESN P18393,,,,,,,,,
    ,403673,HYD DBL DLT TM STR GAZR P20998,,,,,,,,,
    ,403763,HYD M NXT GEN PISTACHIO PPAF,,,,,,,,,
    ,403763,HYD M NXT GEN PISTACHIO PPAF,,,,,,,,,
    ,403923,HYD M NXT GEN RED SNSTN P18197,,,,,,,,,
    ,403923,HYD M NXT GEN RED SNSTN P18197,,,,,,,,,
    ,403782,HYD M NXT GEN WDNG RNG P21161,,,,,,,,,
    ,403783,HYD M NXT GEN WDNG RNG P21161,,,,,,,,,
    ,403813,HYD MAC BLUE CASSEL TM,,,,,,,,,
2014,403822S,HYD MAC CTYLN TM BERLIN P10912,,,,,,,,,
2014,403832S,HYD MAC CTYLN TM MARS PPAF,,,,,,,,,
2014,403842S,HYD MAC CTYLN TM VIENNA P10930,,,,,,,,,
    ,403893,HYD MAC GUILDED GOLD TM PPAF,,,,,,,,,
    ,028743S,HYD MAC LADY IN RED R PP15175,,,,,,,,,
2014,086303S,HYD MAC LD R DIVA,,,,,,,,,
2014,086312S,HYD MAC LD R RHYTHMIC BLUE PAF,,,,,,,,,
2014,086312S,HYD MAC LD R RHYTHMIC BLUE PAF,,,,,,,,,
2014,086313S,HYD MAC LD R RHYTHMIC BLUE PAF,,,,,,,,,
2014,086315,HYD MAC LD R RHYTHMIC BLUE PAF,,,,,,,,,
2014,086315,HYD MAC LD R RHYTHMIC BLUE PAF,,,,,,,,,
2014,089932S,HYD MAC PARAPLU TM PPAF,,,,,,,,,
2014,089932S,HYD MAC PARAPLU TM PPAF,,,,,,,,,
    ,403682,HYD MAC PERFECTION P21221,,,,,,,,,
2014,028225,HYD MAC WEDDING GOWN PP21052,,,,,,,,,
2014,028223,HYD MAC WEDDING GOWN PP21052,,,,,,,,,
    ,403943,HYD MAC ZEBRA PP14527,,,,,,,,,
2014,089953S,HYD P LITTLE QUICK FIRE R PPAF,,,,,,,,,
2014,089952S,HYD P LITTLE QUICK FIRE R PPAF,,,,,,,,,
2014,097872S,HYD PAN BABY LACE R PP23387,,,,,,,,,
2014,097872S,HYD PAN BABY LACE R PP23387,,,,,,,,,
2014,089943S,HYD PAN FIRE LIGHT TM PPAF,,,,,,,,,
    ,042445PT,HYD PAN PINK DIAMOND,,,,,,,,,
    ,041933,HYD QUER ALICE,,,,,,,,,
    ,041935,HYD QUER ALICE,,,,,,,,,
    ,404073,HYD QUER JETSTREAM TM PPAF,,,,,,,,,
    ,042045,HYD QUER SNOWFLAKE,,,,,,,,,
2014,086322S,HYD SER TINY TUFF STUFF TM,,,,,,,,,
New ,408931,IBERIS SEMP WHITEOUT,,,,,,,,,
New ,408931,IBERIS SEMP WHITEOUT,,,,,,,,,
New ,408931,IBERIS SEMP WHITEOUT,,,,,,,,,
2014,089972S,ILEX CREN PATTI O TM,,,,,,,,,
2014,086345,ILEX VERT BERRY POPPINS R,,,,,,,,,
    ,404132S,ILEX VERT LITTLE GOBLIN TM,,,,,,,,,
2014,086352S,ILEX VERT MR POPPINS R,,,,,,,,,
2014,086355,ILEX VERT MR POPPINS R,,,,,,,,,
    ,404143,ILEX VERT WILDFIRE TM,,,,,,,,,
2015,080741,JASMINUM SUMMER SOUL TM PPAF,,,,,,,,,
2015,080742,JASMINUM SUMMER SOUL TM PPAF,,,,,,,,,
    ,052151,JUN SC BLUE CREEPER R,,,,,,,,,
2015,086671,KNIPH LEMON POPSICLE TM PPAF,,,,,,,,,
2015,086671,KNIPH LEMON POPSICLE TM PPAF,,,,,,,,,
2014,097862S,LAG BERRY DAZZLE R PP22161,,,,,,,,,
2014,404405,LAG CORAL FILLI PP14317,,,,,,,,,
    ,037372S,LAG DAZZLE R ME PINK PP17411,,,,,,,,,
    ,404362,LAG PURPLE MAGIC TM PPAF,,,,,,,,,
2014,097882S,LAG RED ROOSTER R PP23178,,,,,,,,,
2014,404392,LAG VIOLET FILLI PP14267,,,,,,,,,
    ,056871,LANTANA CAM LEMON SWIRL R,,,,,,,,,
2014,079935,LAURUS NOB LITTLE RAGU TM PPAF,,,,,,,,,
2014,079932,LAURUS NOB LITTLE RAGU TM PPAF,,,,,,,,,
    ,404431,LAVAN INT PHENOMENAL PPAF,,,,,,,,,
    ,404432,LAVAN INT PHENOMENAL PPAF,,,,,,,,,
2014,074231,LAVAN INT RIVERINA TM THOMAS,,,,,,,,,
2014,086691,LAVAN PEN WITH LOVE TM PP22709,,,,,,,,,
2014,086691,LAVAN PEN WITH LOVE TM PP22709,,,,,,,,,
2014,068221,LAVANDULA ANG MELISSA LILAC,,,,,,,,,
2014,068221,LAVANDULA ANG MELISSA LILAC,,,,,,,,,
2014,088871,LAVANDULA STO SILVER ANOUK,,,,,,,,,
    ,020771,LEPTODERMIS OBLONGA,,,,,,,,,
    ,020772,LEPTODERMIS OBLONGA,,,,,,,,,
2015,092361,LIGULARIA S LTL ROCKET PP14621,,,,,,,,,
    ,015963,LINDERA BENZOIN,,,,,,,,,
2015,086361S,LONICERA P SCENTSATION PP16240,,,,,,,,,
2014,040963,LORO C DARUMA,,,,,,,,,
2014,086373S,LYCIUM BARB BIG LIFEBERRY R,,,,,,,,,
2014,404703,LYCIUM BARB FIRECRACKER,,,,,,,,,
2014,086383S,LYCIUM BARB SWEET LIFEBERRY R,,,,,,,,,
2014,059635TR,MAG X ROSE MARIE,,,,,,,,,
    ,402725,MALUS URBN BLUSH DELITE P21511,,,,,,,,,
    ,402735,MALUS X URBAN GOLDEN TREAT,,,,,,,,,
    ,402745,MALUS X URBAN TANGY GREEN,,,,,,,,,
    ,402755,MALUS X URBAN TASTY RED,,,,,,,,,
2014,09238UT,MAN SUN PAR R GARDEN CRIMSON,,,,,,,,,
2014,09238UT,MAN SUN PAR R GARDEN CRIMSON,,,,,,,,,
2015,097771,MIMULUS JELLY BEAN DRK PNK PAF,,,,,,,,,
2015,097781,MIMULUS JELLY BEAN GOLD PPAF,,,,,,,,,
2014,016001,NAND DOM CHIME,,,,,,,,,
2014,016002,NAND DOM CHIME,,,,,,,,,
2014,090201PT,OCIMUM BASILICUM,,,,,,,,,
2014,068585,PAEONIA ITOH MORNING LILAC,,,,,,,,,
2014,062722,PAEONIA TENUIFOLIA EARLY SCOUT,,,,,,,,,
2015,096432,PAEONIA X GENERAL MACMAHON,,,,,,,,,
2015,409001,PENST ROCK CANDY TM PINK PPAF,,,,,,,,,
2015,409001,PENST ROCK CANDY TM PINK PPAF,,,,,,,,,
2015,409001,PENST ROCK CANDY TM PINK PPAF,,,,,,,,,
2015,409001,PENST ROCK CANDY TM PINK PPAF,,,,,,,,,
2015,409011,PENST ROCK CANDY TM PRPL PPAF,,,,,,,,,
2015,409011,PENST ROCK CANDY TM PRPL PPAF,,,,,,,,,
2015,409011,PENST ROCK CANDY TM PRPL PPAF,,,,,,,,,
    ,028511,PENSTEMON HET MARGARITA BOP,,,,,,,,,
2014,097741,PENSTEMON PARRYI,,,,,,,,,
    ,405201,PHLOX PAN BUBBLEGUM PINK,,,,,,,,,
    ,405201,PHLOX PAN BUBBLEGUM PINK,,,,,,,,,
    ,405201,PHLOX PAN BUBBLEGUM PINK,,,,,,,,,
    ,405221,PHLOX PAN CORAL CREME DROP,,,,,,,,,
    ,405221,PHLOX PAN CORAL CREME DROP,,,,,,,,,
    ,405221,PHLOX PAN CORAL CREME DROP,,,,,,,,,
    ,411761,PHLOX PAN COTTON CANDY PP21369,,,,,,,,,
    ,411761,PHLOX PAN COTTON CANDY PP21369,,,,,,,,,
    ,405231,PHLOX PAN GRAPE LOLLIPOP,,,,,,,,,
    ,405231,PHLOX PAN GRAPE LOLLIPOP,,,,,,,,,
2015,412732,PHORMIUM DUSKY CHIEF,,,,,,,,,
2015,412742,PHORMIUM LIME CRUSH,,,,,,,,,
2014,409892,PHYSOCARPUS PETITE PLUM R PPAF,,,,,,,,,
2014,089982S,PHYSOCARPUS TINY WINE TM PPAF,,,,,,,,,
2014,053345,PICEA OMORIKA PENDULA BRUNS,,,,,,,,,
2014,04761M,PICEA OMORIKA SKY TRAILS,,,,,,,,,
2014,047615,PICEA OMORIKA SKY TRAILS,,,,,,,,,
2015,036775,PICEA PUN PROCUMBENS,,,,,,,,,
2014,038745,PICEA PUN SPARKLER R,,,,,,,,,
2014,049515,PIERIS J BROOKSIDE MINIATURE,,,,,,,,,
2014,049511,PIERIS J BROOKSIDE MINIATURE,,,,,,,,,
2014,049512,PIERIS J BROOKSIDE MINIATURE,,,,,,,,,
New ,049432,PIERIS J GAY GOBLIN TM,,,,,,,,,
2014,049475,PIERIS J IMPISH ELF TM PPAF,,,,,,,,,
2014,04947UT,PIERIS J IMPISH ELF TM PPAF,,,,,,,,,
2014,049471,PIERIS J IMPISH ELF TM PPAF,,,,,,,,,
2014,095695,PIERIS J KATSURA PP15452,,,,,,,,,
2015,012693,PIERIS J PASSION,,,,,,,,,
2014,051215,PIERIS J RIVER NYMPH TM,,,,,,,,,
2014,051211,PIERIS J RIVER NYMPH TM,,,,,,,,,
2014,051212,PIERIS J RIVER NYMPH TM,,,,,,,,,
2014,049491,PIERIS J TIKI,,,,,,,,,
2014,049492,PIERIS J TIKI,,,,,,,,,
2015,049092,PINUS MUGO BIG TUNA,,,,,,,,,
2015,049095,PINUS MUGO BIG TUNA,,,,,,,,,
2014,049632,PINUS MUGO SHERWOOD COMPACT,,,,,,,,,
2014,086392S,POTENTILLA HPY FCE R PK P22732,,,,,,,,,
2015,412841,POTENTILLA TWINKLING STAR,,,,,,,,,
    ,081797,PRUNUS INCISIA LITTLE TWIST R,,,,,,,,,
    ,08179M,PRUNUS INCISIA LITTLE TWIST R,,,,,,,,,
2015,082041,PRUNUS LAUR CHESTNUT HILL PPTB,,,,,,,,,
2015,082045,PRUNUS LAUR CHESTNUT HILL PPTB,,,,,,,,,
2015,081785,PRUNUS VIR CANADA RED,,,,,,,,,
2014,043395,PRUNUS WEEPING EXTRAORDNARE TM,,,,,,,,,
2014,043397,PRUNUS WEEPING EXTRAORDNARE TM,,,,,,,,,
2014,04339M,PRUNUS WEEPING EXTRAORDNARE TM,,,,,,,,,
    ,405643,RHOD (H-1) AGLO,,,,,,,,,
    ,405645,RHOD (H-1) AGLO,,,,,,,,,
    ,405702,RHOD (H-1) AMY COTTA,,,,,,,,,
    ,009052,RHOD (H-1) CATAW BOURSAULT,,,,,,,,,
    ,009055,RHOD (H-1) CATAW BOURSAULT,,,,,,,,,
2014,068325,RHOD (H-1) EDITH BOSLEY,,,,,,,,,
    ,030461,RHOD (H-1) ELVIIRA,,,,,,,,,
    ,030462,RHOD (H-1) ELVIIRA,,,,,,,,,
    ,406025,RHOD (H-1) MAXIMUM COMPACTUM,,,,,,,,,
    ,405765,RHOD (H-1) MAXIMUM PINK,,,,,,,,,
    ,405985,RHOD (H-1) SKOOKUM,,,,,,,,,
    ,406002,RHOD (H-1) TROCADERO,,,,,,,,,
    ,405632,RHOD (H-2) ABBY'S RE-VIEW,,,,,,,,,
    ,405871,RHOD (H-2) BUBBLEGUM,,,,,,,,,
    ,405875,RHOD (H-2) BUBBLEGUM,,,,,,,,,
2014,081595,RHOD (H-2) CHERRY CHEESECAKE,,,,,,,,,
2014,081595,RHOD (H-2) CHERRY CHEESECAKE,,,,,,,,,
    ,405663,RHOD (H-2) CHIONOIDES,,,,,,,,,
    ,405665,RHOD (H-2) CHIONOIDES,,,,,,,,,
    ,009255,RHOD (H-2) DAPHNOIDES,,,,,,,,,
    ,405582,RHOD (H-2) DOUBLE BESSE,,,,,,,,,
    ,405582,RHOD (H-2) DOUBLE BESSE,,,,,,,,,
    ,405622,RHOD (H-2) HOLDEN'S SOLAR FLR,,,,,,,,,
    ,405752,RHOD (H-2) LANDMARK,,,,,,,,,
    ,405753,RHOD (H-2) LANDMARK,,,,,,,,,
    ,405755,RHOD (H-2) LANDMARK,,,,,,,,,
    ,405757,RHOD (H-2) LANDMARK,,,,,,,,,
    ,405672,RHOD (H-2) MIDNIGHT RUBY,,,,,,,,,
    ,405673,RHOD (H-2) MIDNIGHT RUBY,,,,,,,,,
    ,405792,RHOD (H-2) PEARCE'S AMERCN BTY,,,,,,,,,
    ,019535,RHOD (H-2) PONTICUM VARIEGATUM,,,,,,,,,
    ,010201,RHOD (H-2) SCARLET WONDER DWRF,,,,,,,,,
    ,010202,RHOD (H-2) SCARLET WONDER DWRF,,,,,,,,,
    ,405992,RHOD (H-2) SUGAR PUFF,,,,,,,,,
    ,405772,RHOD (H-2)NTHRN STRBRST P10388,,,,,,,,,
    ,405775,RHOD (H-2)NTHRN STRBRST P10388,,,,,,,,,
2015,095342,RHOD MIYAMA TM GOLD PRINZ,,,,,,,,,
2015,095332,RHOD MIYAMA TM HCHMN'S PCBELLO,,,,,,,,,
2015,095352,RHOD MIYAMA TM MENDOSINA,,,,,,,,,
    ,058141,RIBES HERTELLUM PIXWELL,,,,,,,,,
    ,070197,ROBINIA P TWISTY BABY TM P9771,,,,,,,,,
2014,413423,ROSA BEST KEPT SECRET PPTBS,,,,,,,,,
2014,098542S,ROSA DRIFT R APRICOT PP23354,,,,,,,,,
2014,098543SPT,ROSA DRIFT R APRICOT PP23354,,,,,,,,,
2014,098542S,ROSA DRIFT R APRICOT PP23354,,,,,,,,,
2014,098552S,ROSA DRIFT R CORAL PP19148,,,,,,,,,
2014,098553SPT,ROSA DRIFT R CORAL PP19148,,,,,,,,,
2014,098552S,ROSA DRIFT R CORAL PP19148,,,,,,,,,
2014,098562S,ROSA DRIFT R PEACH PP18542,,,,,,,,,
2014,098563SPT,ROSA DRIFT R PEACH PP18542,,,,,,,,,
2014,098562S,ROSA DRIFT R PEACH PP18542,,,,,,,,,
2014,022632S,ROSA DRIFT R PINK PP18874,,,,,,,,,
2014,022632S,ROSA DRIFT R PINK PP18874,,,,,,,,,
2014,022633SPT,ROSA DRIFT R PINK PP18874,,,,,,,,,
2014,406313SPT,ROSA DRIFT R POPCORN PPAF,,,,,,,,,
2014,406312S,ROSA DRIFT R POPCORN PPAF,,,,,,,,,
2014,022642S,ROSA DRIFT R RED PP17877,,,,,,,,,
2014,022643SPT,ROSA DRIFT R RED PP17877,,,,,,,,,
2014,022642S,ROSA DRIFT R RED PP17877,,,,,,,,,
2014,098572S,ROSA DRIFT R SWEET PP21612,,,,,,,,,
2014,098572S,ROSA DRIFT R SWEET PP21612,,,,,,,,,
2014,406273,ROSA FRNCIS MEILLAND TM P19970,,,,,,,,,
2014,413433,ROSA ICECAP MEIRADENA PPTBS,,,,,,,,,
2014,406253,ROSA PEACHY KEEN PPAF,,,,,,,,,
    ,011643,ROSA PURPLE PAVEMENT,,,,,,,,,
2014,036023,ROSA RASPBERRY RUGOSTAR R PPAF,,,,,,,,,
2014,406233,ROSA TAHITIAN TREASURE TM,,,,,,,,,
2014,406293,ROSA TEQUILA GOLD TM PP18657,,,,,,,,,
2014,098583,ROSA WHITE OUT TM PP20273,,,,,,,,,
2014,098583,ROSA WHITE OUT TM PP20273,,,,,,,,,
    ,406452,RUBUS ARAPAHO THRNLS BLKBRY,,,,,,,,,
    ,406442,RUBUS IDAEUS MEEKER RD RASPBRY,,,,,,,,,
2014,074152,RUBUS TRIPLE CROWN BLACKBERRY,,,,,,,,,
2014,018632,RUDBECKIA LTLE GOLDSTAR P22397,,,,,,,,,
2014,018631,RUDBECKIA LTLE GOLDSTAR P22397,,,,,,,,,
2015,097761,RUELLIA PENINSULARIS,,,,,,,,,
2014,039495,SALIX INTEGRA FLAMINGO PP17490,,,,,,,,,
2014,039491,SALIX INTEGRA FLAMINGO PP17490,,,,,,,,,
2014,039492,SALIX INTEGRA FLAMINGO PP17490,,,,,,,,,
2014,039493,SALIX INTEGRA FLAMINGO PP17490,,,,,,,,,
2014,039497PT,SALIX INTEGRA FLAMINGO PP17490,,,,,,,,,
2014,090471,SALVIA AMISTAD PPAF,,,,,,,,,
2015,409171,SALVIA GREGGII RADIO RED,,,,,,,,,
2015,409171,SALVIA GREGGII RADIO RED,,,,,,,,,
2015,085121,SALVIA MELLIFERA POINT MUGU,,,,,,,,,
2015,412691,SALVIA NEM BLUE MARVEL PPAF,,,,,,,,,
2015,412691,SALVIA NEM BLUE MARVEL PPAF,,,,,,,,,
2015,412691,SALVIA NEM BLUE MARVEL PPAF,,,,,,,,,
2015,412691,SALVIA NEM BLUE MARVEL PPAF,,,,,,,,,
    ,044341,SALVIA SENSATION RSE TM P18230,,,,,,,,,
    ,407941,SALVIA SNSATION R DEEP ROS PAF,,,,,,,,,
    ,407941,SALVIA SNSATION R DEEP ROS PAF,,,,,,,,,
    ,407941,SALVIA SNSATION R DEEP ROS PAF,,,,,,,,,
    ,400271,SALVIA SNSATION R SKY BLUE PAF,,,,,,,,,
    ,400271,SALVIA SNSATION R SKY BLUE PAF,,,,,,,,,
    ,400271,SALVIA SNSATION R SKY BLUE PAF,,,,,,,,,
    ,400272,SALVIA SNSATION R SKY BLUE PAF,,,,,,,,,
    ,018023,SAMBUCUS CANADENSIS,,,,,,,,,
    ,414683,SAMBUCUS CANADENSIS ADAMS,,,,,,,,,
2014,004085,SAMBUCUS N BLACK TOWER TM PPAF,,,,,,,,,
2014,004082,SAMBUCUS N BLACK TOWER TM PPAF,,,,,,,,,
    ,406532S,SAMBUCUS RAC LEMON LACE TM,,,,,,,,,
    ,406533S,SAMBUCUS RAC LEMON LACE TM,,,,,,,,,
    ,406543,SAMBUCUS RAC SUTHERLAND GOLD,,,,,,,,,
2014,076641,SAXIFRAGA FORT BERRY BRIGHT TM,,,,,,,,,
2014,076641,SAXIFRAGA FORT BERRY BRIGHT TM,,,,,,,,,
2015,088961,SCABIOSA COL GIGA TM BLUE,,,,,,,,,
New ,055412,SCHIZOPHRAGMA LACY HEARTS TM,,,,,,,,,
2015,092351,SEDUM ELSIE GOLD PP20368,,,,,,,,,
2015,092351,SEDUM ELSIE GOLD PP20368,,,,,,,,,
2015,092351,SEDUM ELSIE GOLD PP20368,,,,,,,,,
2015,412721,SEDUM SSPKLR R FIRE CRACKR PAF,,,,,,,,,
2015,41272UT,SEDUM SSPKLR R FIRE CRACKR PAF,,,,,,,,,
2015,412721,SEDUM SSPKLR R FIRE CRACKR PAF,,,,,,,,,
2015,41272UT,SEDUM SSPKLR R FIRE CRACKR PAF,,,,,,,,,
2015,412721,SEDUM SSPKLR R FIRE CRACKR PAF,,,,,,,,,
    ,406601,SEDUM SUNSPARLKER R BL PRL PAF,,,,,,,,,
2015,057161,SEDUM X AUTUMN CHARM PP14421,,,,,,,,,
2015,057161,SEDUM X AUTUMN CHARM PP14421,,,,,,,,,
2015,057161,SEDUM X AUTUMN CHARM PP14421,,,,,,,,,
2014,011011,SISYRINCHIUM ANG BLUE NOTE TM,,,,,,,,,
2014,094752,SORBARIA SORB SEM PP16336,,,,,,,,,
2014,086413S,SPIRAEA BET GLOW GIRL TM,,,,,,,,,
2015,408162S,SPIRAEA DBLPLAY R BL KZO TMPAF,,,,,,,,,
    ,020111,SPIRAEA X GOLDEN SUNRISE TM,,,,,,,,,
New ,060485,STACHYURUS YUNNANENSIS <DH>,,,,,,,,,
    ,406717,STEWARTIA KOREANA,,,,,,,,,
2014,022511,STOKESIA LAEVIS PEACHIE'S PICK,,,,,,,,,
    ,406747,STYRAX JAP SNOWCONE,,,,,,,,,
2014,086435,SYRINGA BLOOMERNG R DK PPL PAF,,,,,,,,,
2014,086431S,SYRINGA BLOOMERNG R DK PPL PAF,,,,,,,,,
2014,086433S,SYRINGA BLOOMERNG R DK PPL PAF,,,,,,,,,
New ,406801S,SYRINGA BLOOMERNG R PNK PRFM,,,,,,,,,
New ,406803S,SYRINGA BLOOMERNG R PNK PRFM,,,,,,,,,
New ,406802S,SYRINGA BLOOMERNG R PNK PRFM,,,,,,,,,
2015,086423S,SYRINGA SCNT & SNSIBILTY TM PK,,,,,,,,,
2014,042191,SYRINGA X OLD GLORY NA62974,,,,,,,,,
2014,042192,SYRINGA X OLD GLORY NA62974,,,,,,,,,
2014,042195,SYRINGA X OLD GLORY NA62974,,,,,,,,,
2014,085081,TECOMA X BELLS OF FIRE TM,,,,,,,,,
    ,406952S,THUJA OC ANNA VAN VLOTEN,,,,,,,,,
2014,053931,THUJA OC HIGHLIGHTS TM PP21967,,,,,,,,,
2014,053932,THUJA OC HIGHLIGHTS TM PP21967,,,,,,,,,
2014,053932,THUJA OC HIGHLIGHTS TM PP21967,,,,,,,,,
2014,05393M,THUJA OC HIGHLIGHTS TM PP21967,,,,,,,,,
2014,031185,THUJA OC MALONYANA,,,,,,,,,
2015,015222,THUJA OC SHERWOOD MOSS,,,,,,,,,
2015,015225,THUJA OC SHERWOOD MOSS,,,,,,,,,
2014,066572,THUJA PLICATA WHIPCORD,,,,,,,,,
2014,05514M,THUJA X EMBER WAVES TM PP25363,,,,,,,,,
2014,05514UT,THUJA X EMBER WAVES TM PP25363,,,,,,,,,
2014,055142,THUJA X EMBER WAVES TM PP25363,,,,,,,,,
2014,055145,THUJA X EMBER WAVES TM PP25363,,,,,,,,,
2015,072405,THUJA X TINY TOWER R PPAF,,,,,,,,,
2015,412851,TIARELLA JEEPERS CRPRS PP13437,,,,,,,,,
2015,412851,TIARELLA JEEPERS CRPRS PP13437,,,,,,,,,
    ,029675,TILIA TOMENTOSA SATIN SHADOW R,,,,,,,,,
2014,051322,TSUGA C GLDN DUCHESS R PP25503,,,,,,,,,
2014,051325,TSUGA C GLDN DUCHESS R PP25503,,,,,,,,,
2014,084842,VACC X BLUEBERRY GLAZE TM PPAF,,,,,,,,,
2014,084842,VACC X BLUEBERRY GLAZE TM PPAF,,,,,,,,,
2014,084852,VACC X PINK ICING TM PP23336,,,,,,,,,
2014,084852,VACC X PINK ICING TM PP23336,,,,,,,,,
2015,097392,VACCINIUM X PERPETUA TM P24209,,,,,,,,,
2015,409241,VERB ENDURASCP TM DRK PRL PPAF,,,,,,,,,
2015,409241,VERB ENDURASCP TM DRK PRL PPAF,,,,,,,,,
2015,409231,VERB ENDURASCP TM HOT PNK PPAF,,,,,,,,,
2015,409231,VERB ENDURASCP TM HOT PNK PPAF,,,,,,,,,
2015,409221,VERB ENDURASCP TM RED PPAF,,,,,,,,,
2015,409221,VERB ENDURASCP TM RED PPAF,,,,,,,,,
2014,079551,VERONICA HYB TIDAL POOL PPAF,,,,,,,,,
2014,079481,VERONICA HYB WHITE WATER PPAF,,,,,,,,,
2015,409261,VERONICA MDY BLUES LT BLU PPAF,,,,,,,,,
2015,409261,VERONICA MDY BLUES LT BLU PPAF,,,,,,,,,
2015,409261,VERONICA MDY BLUES LT BLU PPAF,,,,,,,,,
2015,409271,VERONICA MDY BLUES MAUVE PPAF,,,,,,,,,
2015,409271,VERONICA MDY BLUES MAUVE PPAF,,,,,,,,,
2015,409271,VERONICA MDY BLUES MAUVE PPAF,,,,,,,,,
2015,409251,VERONICA MDY BLUES PINK PPAF,,,,,,,,,
2015,409251,VERONICA MDY BLUES PINK PPAF,,,,,,,,,
2015,409251,VERONICA MDY BLUES PINK PPAF,,,,,,,,,
New ,412861,VERONICA VERNIQUE TM BLUE,,,,,,,,,
New ,412871,VERONICA VERNIQUE TM ROSE,,,,,,,,,
    ,407163,VIB BUR AMERICAN SPICE P17751,,,,,,,,,
    ,407155,VIBURNUM BUR CHENAULTI,,,,,,,,,
    ,407172,VIBURNUM CAR NANCY,,,,,,,,,
    ,407205,VIBURNUM PLI T POPCORN,,,,,,,,,
    ,01317UT,VINCA MIN ILLUMINATION PP12132,,,,,,,,,
2015,412901,VIOLA MGNFI SCNT TM SNY JM PAF,,,,,,,,,
    ,407302,VITIS LAB TRAMINETTE,,,,,,,,,
    ,407242,VITIS VIN CHAMBOURCIN PPAF,,,,,,,,,
2014,409762,WEIGELA CRMSN KISSES TM P23654,,,,,,,,,
2014,409762,WEIGELA CRMSN KISSES TM P23654,,,,,,,,,
2015,409972,WEIGELA F COCO KRUNCH TM PPAF,,,,,,,,,
2015,409972,WEIGELA F COCO KRUNCH TM PPAF,,,,,,,,,
New ,078712,WEIGELA FL GOLDEN JACKPOT R,,,,,,,,,
    ,407332,WEIGELA RNBW SNSTN TM P20384,,,,,,,,,
    ,407333,WEIGELA RNBW SNSTN TM P20384,,,,,,,,,
    ,407361S,WEIGELA SONIC BLOOM TM PRL PAF,,,,,,,,,
    ,407362S,WEIGELA SONIC BLOOM TM PRL PAF,,,,,,,,,
    ,407362S,WEIGELA SONIC BLOOM TM PRL PAF,,,,,,,,,
2014,084793,WEIGELA WINGS OF FIRE PP21920,,,,,,,,,
2015,413061,YUCCA HAR NANA,,,,,,,,,
